"Name","Memory","vCPUs","CPU Type","GPU Number","GPU Type","Premium Storage support","Premium Storage Caching support","Live migration support","VM generation support","Maximum Local Disks","Maximum Data Disks","Disk IOPS","Maximum Network Interface","Temporary Storage (Gb)","Expected network bandwidth (Mbps)","Low Priority cost","1 year reserved cost","3 year reserved cost","Linux Pay As You Go cost","Windows Pay As You Go cost"
"D64a v4","256 Gib","64","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","","32","96000","8","","25600","Unavailable","1.80639 hourly","1.15506 hourly","3.072 hourly","6.016 hourly"
"D64ads v5","","","","","","False","False","False","","","","","","","","Unavailable","1.94463 hourly","1.25247 hourly","3.296 hourly","6.24 hourly"
"D64as v4","256 Gib","64","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","512","32","80000 / 1200","8","512","25600","Unavailable","1.80639 hourly","1.15506 hourly","3.072 hourly","6.016 hourly"
"D64as v5","","","","","","False","False","False","","","","","","","","Unavailable","1.62363 hourly","1.04578 hourly","2.752 hourly","5.696 hourly"
"D64d v4","256 Gib","64","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","2400","32","0","8","2400","30000","Unavailable","2.12626 hourly","1.35963 hourly","3.616 hourly","6.56 hourly"
"D64d v5","","","","","","False","False","False","","","","","","","","Unavailable","2.13345 hourly","1.37409 hourly","3.616 hourly","6.56 hourly"
"D64ds v4","256 Gib","64","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","2400","32","80000","8","2400","30000","Unavailable","2.12626 hourly","1.35963 hourly","3.616 hourly","6.56 hourly"
"D64ds v5","","","","","","False","False","False","","","","","","","","Unavailable","2.13345 hourly","1.37409 hourly","3.616 hourly","6.56 hourly"
"D64s v3","256 Gib","64","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), or the Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","512","32","80000/1200","8","512","30000","Unavailable","1.83196 hourly","1.17915 hourly","3.072 hourly","6.016 hourly"
"D64s v4","256 Gib","64","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","True","True","True","Generation 1 and 2","Remote Storage Only","32","80000","8","Remote Storage Only","30000","Unavailable","1.80639 hourly","1.15506 hourly","3.072 hourly","6.016 hourly"
"D64s v5","","","","","","False","False","False","","","","","","","","Unavailable","1.81244 hourly","1.16735 hourly","3.072 hourly","6.016 hourly"
"D8 v3","32 Gib","8","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","200","16","0","4","200","4000","Unavailable","0.229 hourly","0.14737 hourly","0.384 hourly","0.752 hourly"
"D8 v4","32 Gib","8","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1","","16","0","4","","4000","Unavailable","0.2266 hourly","0.14593 hourly","0.384 hourly","0.752 hourly"
"D8 v5","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","0.752 hourly"
"D8a v4","32 Gib","8","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","","16","12000","4","","3200","Unavailable","0.2258 hourly","0.14437 hourly","0.384 hourly","0.752 hourly"
"D8ads v5","","","","","","False","False","False","","","","","","","","Unavailable","0.24304 hourly","0.15654 hourly","0.412 hourly","0.78 hourly"
"D8as v4","32 Gib","8","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","64","16","12800 / 192","4","64","3200","Unavailable","0.2258 hourly","0.14437 hourly","0.384 hourly","0.752 hourly"
"D8as v5","","","","","","False","False","False","","","","","","","","Unavailable","0.20297 hourly","0.13071 hourly","0.344 hourly","0.712 hourly"
"D8d v4","32 Gib","8","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","300","16","0","4","300","4000","Unavailable","0.26575 hourly","0.16994 hourly","0.452 hourly","0.82 hourly"
"D8d v5","","","","","","False","False","False","","","","","","","","Unavailable","0.26667 hourly","0.17177 hourly","0.452 hourly","0.82 hourly"
"D8ds v4","32 Gib","8","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","300","16","12800","4","300","4000","Unavailable","0.26575 hourly","0.16994 hourly","0.452 hourly","0.82 hourly"
"D8ds v5","","","","","","False","False","False","","","","","","","","Unavailable","0.26667 hourly","0.17177 hourly","0.452 hourly","0.82 hourly"
"D8s v3","32 Gib","8","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), or the Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","64","16","12800/192","4","64","4000","Unavailable","0.229 hourly","0.14737 hourly","0.384 hourly","0.752 hourly"
"D8s v4","32 Gib","8","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","True","True","True","Generation 1 and 2","Remote Storage Only","16","12800","4","Remote Storage Only","4000","Unavailable","0.2258 hourly","0.14437 hourly","0.384 hourly","0.752 hourly"
"D8s v5","","","","","","False","False","False","","","","","","","","Unavailable","0.2266 hourly","0.14593 hourly","0.384 hourly","0.752 hourly"
"D96 v5","","","","","","False","False","False","","","","","","","","Unavailable","2.71872 hourly","1.75103 hourly","4.608 hourly","9.024 hourly"
"D96a v4","384 Gib","96","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","","32","96000","8","","32000","Unavailable","2.70947 hourly","1.73261 hourly","4.608 hourly","9.024 hourly"
"D96ads v5","","","","","","False","False","False","","","","","","","","Unavailable","2.91701 hourly","1.87873 hourly","4.944 hourly","9.36 hourly"
"D96as v4","384 Gib","96","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","768","32","80000 / 1200","8","768","32000","Unavailable","2.70947 hourly","1.73261 hourly","4.608 hourly","9.024 hourly"
"D96as v5","","","","","","False","False","False","","","","","","","","Unavailable","2.4355 hourly","1.56865 hourly","4.128 hourly","8.544 hourly"
"D96d v5","","","","","","False","False","False","","","","","","","","Unavailable","3.20011 hourly","2.06111 hourly","5.424 hourly","9.84 hourly"
"D96ds v5","","","","","","False","False","False","","","","","","","","Unavailable","3.20011 hourly","2.06111 hourly","5.424 hourly","9.84 hourly"
"D96s v5","","","","","","False","False","False","","","","","","","","Unavailable","2.71872 hourly","1.75103 hourly","4.608 hourly","9.024 hourly"
"DC16ds v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DC16s v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DC1ds v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DC1s v2","4 Gib","1","Intel Xeon E-2288G","0","","True","True","False","Generation 2","50","1","0","2","50","","Unavailable","0.07683 hourly","0.07199 hourly","0.096 hourly","0.142 hourly"
"DC1s v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DC24ds v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DC24s v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DC2ds v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DC2s v2","8 Gib","2","Intel Xeon E-2288G","0","","True","True","False","Generation 2","100","2","0","2","100","","Unavailable","0.15365 hourly","0.14399 hourly","0.192 hourly","0.284 hourly"
"DC2s v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DC32ds v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DC32s v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DC48ds v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DC48s v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DC4ds v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DC4s v2","16 Gib","4","Intel Xeon E-2288G","0","","True","True","False","Generation 2","200","4","0","2","200","","Unavailable","0.30719 hourly","0.28801 hourly","0.384 hourly","0.568 hourly"
"DC4s v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DC8 v2","32 Gib","8","Intel Xeon E-2288G","0","","True","True","False","Generation 2","400","8","0","2","400","","Unavailable","0.61438 hourly","0.57599 hourly","0.768 hourly","1.136 hourly"
"DC8ds v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DC8s v3","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
"DS1 v2","3.5 Gib","1","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","7","4","3200/48","2","7","750","Unavailable","0.03082 hourly","0.02021 hourly","0.073 hourly","0.126 hourly"
"DS11 v2","14 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","28","8","6400","2","28","1500","Unavailable","0.08813 hourly","0.0583 hourly","0.185 hourly","0.264 hourly"
"DS11-1 v2","","","","","","False","False","False","","","","","","","","Unavailable","0.08813 hourly","0.0583 hourly","0.185 hourly","0.264 hourly"
"DS12 v2","28 Gib","4","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","56","16","12800","4","56","3000","Unavailable","0.17637 hourly","0.11663 hourly","0.371 hourly","0.528 hourly"
"DS12-1 v2","","","","","","False","False","False","","","","","","","","Unavailable","0.17637 hourly","0.11663 hourly","0.371 hourly","0.528 hourly"
"DS12-2 v2","","","","","","False","False","False","","","","","","","","Unavailable","0.17637 hourly","0.11663 hourly","0.371 hourly","0.528 hourly"
"DS13 v2","56 Gib","8","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","112","32","25600","8","112","6000","Unavailable","0.35274 hourly","0.23326 hourly","0.741 hourly","1.056 hourly"
"DS13-2 v2","","","","","","False","False","False","","","","","","","","Unavailable","0.35274 hourly","0.23326 hourly","0.741 hourly","1.056 hourly"
"DS13-4 v2","","","","","","False","False","False","","","","","","","","Unavailable","0.35274 hourly","0.23326 hourly","0.741 hourly","1.056 hourly"
"DS14 v2","112 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","224","64","51200","8","224","12000","Unavailable","0.70571 hourly","0.46655 hourly","1.482 hourly","2.111 hourly"
"DS14-4 v2","","","","","","False","False","False","","","","","","","","Unavailable","0.70571 hourly","0.46655 hourly","1.482 hourly","2.111 hourly"
"DS14-8 v2","","","","","","False","False","False","","","","","","","","Unavailable","0.70571 hourly","0.46655 hourly","1.482 hourly","2.111 hourly"
"DS15 v2","140 Gib","20","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","280","64","64000","8","280","25000","Unavailable","0.88208 hourly","0.58318 hourly","1.853 hourly","2.639 hourly"
"DS15i v2","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","1.853 hourly","2.639 hourly"
"DS2 v2","7 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","14","8","6400/96","2","14","1500","Unavailable","0.06176 hourly","0.04041 hourly","0.146 hourly","0.252 hourly"
"DS3 v2","14 Gib","4","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","28","16","12800/192","4","28","3000","Unavailable","0.12352 hourly","0.08082 hourly","0.293 hourly","0.504 hourly"
"DS4 v2","28 Gib","8","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","56","32","25600/384","8","56","6000","Unavailable","0.24795 hourly","0.16073 hourly","0.585 hourly","1.008 hourly"
"DS5 v2","56 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","112","64","51200/768","8","112","12000","Unavailable","0.49589 hourly","0.32146 hourly","1.17 hourly","2.016 hourly"
"E104i v5","","","","","","False","False","False","","","","","","","","Unavailable","4.25228 hourly","2.73874 hourly","7.207 hourly","11.991 hourly"
"E104id v5","","","","","","False","False","False","","","","","","","","Unavailable","4.8597 hourly","3.12998 hourly","8.237 hourly","13.021 hourly"
"E104ids v5","","","","","","False","False","False","","","","","","","","Unavailable","4.8597 hourly","3.12998 hourly","8.237 hourly","13.021 hourly"
"E104is v5","","","","","","False","False","False","","","","","","","","Unavailable","4.25228 hourly","2.73874 hourly","7.207 hourly","11.991 hourly"
"E16 v3","128 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell)","0","","False","False","True","Generation 1","400","32","0","8","400","8000","Unavailable","0.62568 hourly","0.40008 hourly","1.008 hourly","1.744 hourly"
"E16 v4","128 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1","Remote Storage Only","32","0","8","Remote Storage Only","8000","Unavailable","0.59269 hourly","0.379 hourly","1.008 hourly","1.744 hourly"
"E16 v5","","","","","","False","False","False","","","","","","","","Unavailable","0.59475 hourly","0.38303 hourly","1.008 hourly","1.744 hourly"
"E16-4ads v5","","","","","","False","False","False","","","","","","","","Unavailable","0.61826 hourly","0.39825 hourly","1.048 hourly","1.784 hourly"
"E16-4as v4","","","","","","False","False","False","","","","","","","","Unavailable","0.59269 hourly","0.379 hourly","1.008 hourly","1.744 hourly"
"E16-4as v5","","","","","","False","False","False","","","","","","","","Unavailable","0.53333 hourly","0.34353 hourly","0.904 hourly","1.64 hourly"
"E16-4ds v4","","","","","","False","False","False","","","","","","","","Unavailable","0.6774 hourly","0.43314 hourly","1.152 hourly","1.888 hourly"
"E16-4ds v5","","","","","","False","False","False","","","","","","","","Unavailable","0.67968 hourly","0.43775 hourly","1.152 hourly","1.888 hourly"
"E16-4s v3","","","","","","False","False","False","","","","","","","","Unavailable","0.62568 hourly","0.40008 hourly","1.008 hourly","1.744 hourly"
"E16-4s v4","","","","","","False","False","False","","","","","","","","Unavailable","0.59269 hourly","0.379 hourly","1.008 hourly","1.744 hourly"
"E16-4s v5","","","","","","False","False","False","","","","","","","","Unavailable","0.59475 hourly","0.38303 hourly","1.008 hourly","1.744 hourly"
"E16-8ads v5","","","","","","False","False","False","","","","","","","","Unavailable","0.61826 hourly","0.39825 hourly","1.048 hourly","1.784 hourly"
"E16-8as v4","","","","","","False","False","False","","","","","","","","Unavailable","0.59269 hourly","0.379 hourly","1.008 hourly","1.744 hourly"
"E16-8as v5","","","","","","False","False","False","","","","","","","","Unavailable","0.53333 hourly","0.34353 hourly","0.904 hourly","1.64 hourly"
"E16-8ds v4","","","","","","False","False","False","","","","","","","","Unavailable","0.6774 hourly","0.43314 hourly","1.152 hourly","1.888 hourly"
"E16-8ds v5","","","","","","False","False","False","","","","","","","","Unavailable","0.67968 hourly","0.43775 hourly","1.152 hourly","1.888 hourly"
"E16-8s v3","","","","","","False","False","False","","","","","","","","Unavailable","0.62568 hourly","0.40008 hourly","1.008 hourly","1.744 hourly"
"E16-8s v4","","","","","","False","False","False","","","","","","","","Unavailable","0.59269 hourly","0.379 hourly","1.008 hourly","1.744 hourly"
"E16-8s v5","","","","","","False","False","False","","","","","","","","Unavailable","0.59475 hourly","0.38303 hourly","1.008 hourly","1.744 hourly"
"E16a v4","128 Gib","16","AMD 2.35 Ghz EPYC 7452","0","","False","False","True","Generation 1 and 2","400","32","0","8","400","6400","Unavailable","0.59269 hourly","0.379 hourly","1.008 hourly","1.744 hourly"
"E16ads v5","","","","","","False","False","False","","","","","","","","Unavailable","0.61826 hourly","0.39825 hourly","1.048 hourly","1.784 hourly"
"E16as v4","128 Gib","16","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","256","32","25600","8","256","6400","Unavailable","0.59269 hourly","0.379 hourly","1.008 hourly","1.744 hourly"
"E16as v5","","","","","","False","False","False","","","","","","","","Unavailable","0.53333 hourly","0.34353 hourly","0.904 hourly","1.64 hourly"
"E16d v4","128 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","600","32","0","8","600","8000","Unavailable","0.6774 hourly","0.43314 hourly","1.152 hourly","1.888 hourly"
"E16d v5","","","","","","False","False","False","","","","","","","","Unavailable","0.67968 hourly","0.43775 hourly","1.152 hourly","1.888 hourly"
"E16ds v4","128 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","True","True","True","Generation 1 and 2","600","32","25600/384","8","600","8000","Unavailable","0.6774 hourly","0.43314 hourly","1.152 hourly","1.888 hourly"
"E16ds v5","","","","","","False","False","False","","","","","","","","Unavailable","0.67968 hourly","0.43775 hourly","1.152 hourly","1.888 hourly"
"E16s v3","128 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell)","0","","True","True","True","Generation 1 and 2","256","32","25600","8","256","8000","Unavailable","0.62568 hourly","0.40008 hourly","1.008 hourly","1.744 hourly"
"E16s v4","128 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","True","True","True","Generation 1 and 2","Remote Storage Only","32","25600","8","Remote Storage Only","8000","Unavailable","0.59269 hourly","0.379 hourly","1.008 hourly","1.744 hourly"
"E16s v5","","","","","","False","False","False","","","","","","","","Unavailable","0.59475 hourly","0.38303 hourly","1.008 hourly","1.744 hourly"
"E2 v3","16 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell)","0","","False","False","True","Generation 1","50","4","0","2","50","1000","Unavailable","0.0782 hourly","0.05 hourly","0.126 hourly","0.218 hourly"
"E2 v4","16 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1","Remote Storage Only","4","0","2","Remote Storage Only","1000","Unavailable","0.07409 hourly","0.04737 hourly","0.126 hourly","0.218 hourly"
"E2 v5","","","","","","False","False","False","","","","","","","","Unavailable","0.07432 hourly","0.04787 hourly","0.126 hourly","0.218 hourly"
"E20 v3","160 Gib","20","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell)","0","","False","False","True","Generation 1","500","32","0","8","500","10000","Unavailable","0.74087 hourly","0.49745 hourly","1.26 hourly","2.18 hourly"
"E20 v5","","","","","","False","False","False","","","","","","","","Unavailable","0.74338 hourly","0.47881 hourly","1.26 hourly","2.18 hourly"
"E20a v4","160 Gib","20","AMD 2.35 Ghz EPYC 7452","0","","False","False","True","Generation 1 and 2","500","32","0","8","500","8000","Unavailable","0.74087 hourly","0.47374 hourly","1.26 hourly","2.18 hourly"
"E20ads v5","","","","","","False","False","False","","","","","","","","Unavailable","0.77295 hourly","0.49779 hourly","1.31 hourly","2.23 hourly"
"E20as v4","160 Gib","20","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","320","32","32000","8","320","8000","Unavailable","0.74087 hourly","0.47374 hourly","1.26 hourly","2.18 hourly"
"E20as v5","","","","","","False","False","False","","","","","","","","Unavailable","0.66667 hourly","0.42941 hourly","1.13 hourly","2.05 hourly"
"E20d v4","160 Gib","20","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","750","32","0","8","750","10000","Unavailable","0.84646 hourly","0.54148 hourly","1.44 hourly","2.36 hourly"
"E20d v5","","","","","","False","False","False","","","","","","","","Unavailable","0.84954 hourly","0.54718 hourly","1.44 hourly","2.36 hourly"
"E20ds v4","160 Gib","20","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","True","True","True","Generation 1 and 2","750","32","32000/480","8","750","10000","Unavailable","0.84646 hourly","0.54148 hourly","1.44 hourly","2.36 hourly"
"E20ds v5","","","","","","False","False","False","","","","","","","","Unavailable","0.84954 hourly","0.54718 hourly","1.44 hourly","2.36 hourly"
"E20s v3","160 Gib","20","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell)","0","","True","True","True","Generation 1 and 2","320","32","32000","8","320","10000","Unavailable","0.74087 hourly","0.49745 hourly","1.26 hourly","2.18 hourly"
"E20s v4","160 Gib","20","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","True","True","True","Generation 1 and 2","Remote Storage Only","32","32000","8","Remote Storage Only","10000","Unavailable","0.74087 hourly","0.47374 hourly","1.26 hourly","2.18 hourly"
"E20s v5","","","","","","False","False","False","","","","","","","","Unavailable","0.74338 hourly","0.47881 hourly","1.26 hourly","2.18 hourly"
"E2a v4","16 Gib","2","AMD 2.35 Ghz EPYC 7452","0","","False","False","True","Generation 1 and 2","50","4","0","2","50","800","Unavailable","0.07409 hourly","0.04737 hourly","0.126 hourly","0.218 hourly"
"E2ads v5","","","","","","False","False","False","","","","","","","","Unavailable","0.07728 hourly","0.04977 hourly","0.131 hourly","0.223 hourly"
"E2as v4","16 Gib","2","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","32","4","3200","2","32","800","Unavailable","0.07409 hourly","0.04737 hourly","0.126 hourly","0.218 hourly"
"E2as v5","","","","","","False","False","False","","","","","","","","Unavailable","0.06667 hourly","0.04292 hourly","0.113 hourly","0.205 hourly"
"E2d v4","16 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","75","4","0","2","75","1000","Unavailable","0.0847 hourly","0.05415 hourly","0.144 hourly","0.236 hourly"
"E2d v5","","","","","","False","False","False","","","","","","","","Unavailable","0.08493 hourly","0.05472 hourly","0.144 hourly","0.236 hourly"
"E2ds v4","16 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","True","True","True","Generation 1 and 2","75","4","3200/48","2","75","1000","Unavailable","0.0847 hourly","0.05415 hourly","0.144 hourly","0.236 hourly"
"E2ds v5","","","","","","False","False","False","","","","","","","","Unavailable","0.08493 hourly","0.05472 hourly","0.144 hourly","0.236 hourly"
"E2s v3","16 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell)","0","","True","True","True","Generation 1 and 2","32","4","3200","2","32","1000","Unavailable","0.0782 hourly","0.05 hourly","0.126 hourly","0.218 hourly"
"E2s v4","16 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","True","True","True","Generation 1 and 2","Remote Storage Only","4","3200","2","Remote Storage Only","1000","Unavailable","0.07409 hourly","0.04737 hourly","0.126 hourly","0.218 hourly"
"E2s v5","","","","","","False","False","False","","","","","","","","Unavailable","0.07432 hourly","0.04787 hourly","0.126 hourly","0.218 hourly"
"E32 v3","256 Gib","32","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell)","0","","False","False","True","Generation 1","800","32","0","8","800","16000","Unavailable","1.25126 hourly","0.80011 hourly","2.016 hourly","3.488 hourly"
"E32 v4","256 Gib","32","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1","Remote Storage Only","32","0","8","Remote Storage Only","16000","Unavailable","1.18539 hourly","0.75803 hourly","2.016 hourly","3.488 hourly"
"E32 v5","","","","","","False","False","False","","","","","","","","Unavailable","1.18938 hourly","0.7661 hourly","2.016 hourly","3.488 hourly"
"E32-16ads v5","","","","","","False","False","False","","","","","","","","Unavailable","1.23664 hourly","0.79646 hourly","2.096 hourly","3.568 hourly"
"E32-16as v4","","","","","","False","False","False","","","","","","","","Unavailable","1.18539 hourly","0.75803 hourly","2.016 hourly","3.488 hourly"
"E32-16as v5","","","","","","False","False","False","","","","","","","","Unavailable","1.06667 hourly","0.68702 hourly","1.808 hourly","3.28 hourly"
"E32-16ds v4","","","","","","False","False","False","","","","","","","","Unavailable","1.35479 hourly","0.86629 hourly","2.304 hourly","3.776 hourly"
"E32-16ds v5","","","","","","False","False","False","","","","","","","","Unavailable","1.35936 hourly","0.87553 hourly","2.304 hourly","3.776 hourly"
"E32-16s v3","","","","","","False","False","False","","","","","","","","Unavailable","1.25126 hourly","0.80011 hourly","2.016 hourly","3.488 hourly"
"E32-16s v4","","","","","","False","False","False","","","","","","","","Unavailable","1.18539 hourly","0.75803 hourly","2.016 hourly","3.488 hourly"
"E32-16s v5","","","","","","False","False","False","","","","","","","","Unavailable","1.18938 hourly","0.7661 hourly","2.016 hourly","3.488 hourly"
"E32-8ads v5","","","","","","False","False","False","","","","","","","","Unavailable","1.23664 hourly","0.79646 hourly","2.096 hourly","3.568 hourly"
"E32-8as v4","","","","","","False","False","False","","","","","","","","Unavailable","1.18539 hourly","0.75803 hourly","2.016 hourly","3.488 hourly"
"E32-8as v5","","","","","","False","False","False","","","","","","","","Unavailable","1.06667 hourly","0.68702 hourly","1.808 hourly","3.28 hourly"
"E32-8ds v4","","","","","","False","False","False","","","","","","","","Unavailable","1.35479 hourly","0.86629 hourly","2.304 hourly","3.776 hourly"
