AvailabilityZone,Duration,FixedPrice,InstanceType,ProductDescription,ReservedInstancesOfferingId,UsagePrice,CurrencyCode,InstanceTenancy,Marketplace,OfferingClass,OfferingType,PricingDetails,RecurringCharges,Scope
us-east-1c,31536000,4992.0,c3.4xlarge,Linux/UNIX,38f96d71-1d77-4669-976c-a57eaab04b4e,0.0,USD,default,False,convertible,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1c,94608000,8265.0,c3.4xlarge,Linux/UNIX,31e1729c-31db-473f-a9fb-f47e36b560fc,0.0,USD,default,False,standard,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1c,94608000,11745.0,c3.4xlarge,Linux/UNIX,f1924c00-a13d-43d2-83be-05cfc68574ae,0.0,USD,default,False,convertible,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1c,31536000,0.0,c3.4xlarge,Linux/UNIX,fd535ae9-0b0f-47af-8ee4-2985b3c8f743,0.0,USD,default,False,standard,No Upfront,[],"[{'Amount': 0.584, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1c,31536000,0.0,c3.4xlarge,Linux/UNIX,2854190e-1a9b-4622-9dad-d68eb75218a5,0.0,USD,default,False,convertible,No Upfront,[],"[{'Amount': 0.611, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1c,94608000,0.0,c3.4xlarge,Linux/UNIX,5212147d-0096-4ba5-92b9-105e3ead701b,0.0,USD,default,False,convertible,No Upfront,[],"[{'Amount': 0.526, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1c,31536000,2608.0,c3.4xlarge,Linux/UNIX,41505110-b0f2-4aa7-9f46-dfa4c4f7359c,0.0,USD,default,False,standard,Partial Upfront,[],"[{'Amount': 0.209, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1c,31536000,2547.0,c3.4xlarge,Linux/UNIX,773efd10-38f1-4977-8dfa-832d3838fd04,0.0,USD,default,False,convertible,Partial Upfront,[],"[{'Amount': 0.291, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1c,94608000,4063.0,c3.4xlarge,Linux/UNIX,0133a100-52cf-4982-984f-9fe57e2430fa,0.0,USD,default,False,standard,Partial Upfront,[],"[{'Amount': 0.18, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1c,94608000,7042.0,c3.4xlarge,Linux/UNIX,c7bef983-4817-44d6-b3e8-09c83ef88404,0.0,USD,default,False,convertible,Partial Upfront,[],"[{'Amount': 0.188, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1c,31536000,8691.0,c3.8xlarge,Linux/UNIX,737e34db-5e08-4e30-aadf-e632a237895d,0.0,USD,default,False,standard,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1c,31536000,9983.0,c3.8xlarge,Linux/UNIX,1e57e980-6138-4c34-abfb-6fb50738c635,0.0,USD,default,False,convertible,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1c,94608000,16506.0,c3.8xlarge,Linux/UNIX,035471ab-f1f2-497d-aab8-70626db09327,0.0,USD,default,False,standard,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1c,94608000,23466.0,c3.8xlarge,Linux/UNIX,fbe04501-d243-4ae5-8367-0e7f3967f18f,0.0,USD,default,False,convertible,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
