"Name","API Name","Instance Memory","vCPUs","Instance Storage","Network Performance","Linux On Demand cost","Linux Reserved cost","Linux Spot Minimum cost","Windows On Demand cost","Windows Reserved cost"
"R4 High-Memory Quadruple Extra Large","r4.4xlarge","122.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$1.0640 hourly","$0.4779 hourly","$0.3228 hourly","$1.8000 hourly","$1.2139 hourly"
"M5DN Quadruple Extra Large","m5dn.4xlarge","64.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 25 Gigabit","$1.0880 hourly","$0.4414 hourly","$0.3292 hourly","$1.8240 hourly","$1.1774 hourly"
"C6G Eight Extra Large","c6g.8xlarge","64.0 GiB","32 vCPUs","EBS only","12 Gigabit","$1.0880 hourly","$0.4736 hourly","$0.4973 hourly","unavailable","unavailable"
"M6IN Quadruple Extra Large","m6in.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 50 Gigabit","$1.1138 hourly","$0.4475 hourly","$0.2882 hourly","$1.8498 hourly","$1.1835 hourly"
"Z1D 3xlarge","z1d.3xlarge","96.0 GiB","12 vCPUs","450 GB                 NVMe SSD","Up to 10 Gigabit","$1.1160 hourly","$0.4812 hourly","$0.5631 hourly","$1.6680 hourly","$1.0331 hourly"
"G3 Graphics GPU Quadruple Extra Large","g3.4xlarge","122.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$1.1400 hourly","$0.6063 hourly","$0.6577 hourly","$1.8760 hourly","$1.3423 hourly"
"R5D Quadruple Extra Large","r5d.4xlarge","128.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 10 Gigabit","$1.1520 hourly","$0.5383 hourly","$0.3275 hourly","$1.8880 hourly","$1.2743 hourly"
"IS4GEN Double Extra Large","is4gen.2xlarge","48.0 GiB","8 vCPUs","7500 GB                 NVMe SSD","Up to 25 Gigabit","$1.1526 hourly","$0.5458 hourly","$0.3623 hourly","unavailable","unavailable"
"C7G Eight Extra Large","c7g.8xlarge","64.0 GiB","32 vCPUs","EBS only","15 Gigabit","$1.1562 hourly","$0.5065 hourly","$0.5288 hourly","unavailable","unavailable"
"INF1 6xlarge","inf1.6xlarge","48.0 GiB","24 vCPUs","EBS only","25 Gigabit","$1.1800 hourly","$0.5914 hourly","$0.6003 hourly","unavailable","unavailable"
"R5N Quadruple Extra Large","r5n.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 25 Gigabit","$1.1920 hourly","$0.5046 hourly","$0.2996 hourly","$1.9280 hourly","$1.2406 hourly"
"R5B Quadruple Extra Large","r5b.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$1.1920 hourly","$0.5046 hourly","$0.3281 hourly","$1.9280 hourly","$1.2406 hourly"
"G4DN Quadruple Extra Large","g4dn.4xlarge","64.0 GiB","16 vCPUs","225 GB                 NVMe SSD","Up to 25 Gigabit","$1.2040 hourly","$0.5664 hourly","$0.6562 hourly","$1.9400 hourly","$1.3024 hourly"
"R6ID Quadruple Extra Large","r6id.4xlarge","128.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 12.5 Gigabit","$1.2096 hourly","$0.5639 hourly","$0.3525 hourly","$1.9456 hourly","$1.2999 hourly"
"C6A Eight Extra Large","c6a.8xlarge","64.0 GiB","32 vCPUs","EBS only","12.5 Gigabit","$1.2240 hourly","$0.5363 hourly","$0.4012 hourly","$2.6960 hourly","$2.0083 hourly"
"C6GD Eight Extra Large","c6gd.8xlarge","64.0 GiB","32 vCPUs","1900 GB                 NVMe SSD","12 Gigabit","$1.2288 hourly","$0.5298 hourly","$0.3193 hourly","unavailable","unavailable"
"C5A Eight Extra Large","c5a.8xlarge","64.0 GiB","32 vCPUs","EBS only","10 Gigabit","$1.2320 hourly","$0.5397 hourly","$0.5317 hourly","$2.7040 hourly","$2.0117 hourly"
"M6G Eight Extra Large","m6g.8xlarge","128.0 GiB","32 vCPUs","EBS only","12 Gigabit","$1.2320 hourly","$0.5645 hourly","$0.4762 hourly","unavailable","unavailable"
"I3 High I/O Quadruple Extra Large","i3.4xlarge","122.0 GiB","16 vCPUs","3800 GB                 (2 * 1900 GB NVMe SSD)","Up to 10 Gigabit","$1.2480 hourly","$0.6311 hourly","$0.3744 hourly","$1.9840 hourly","$1.3671 hourly"
"M6IDN Quadruple Extra Large","m6idn.4xlarge","64.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 50 Gigabit","$1.2730 hourly","$0.5163 hourly","$0.2853 hourly","$2.0090 hourly","$1.2524 hourly"
"M7G Eight Extra Large","m7g.8xlarge","128.0 GiB","32 vCPUs","EBS only","15 Gigabit","$1.3056 hourly","$0.6008 hourly","$0.5805 hourly","unavailable","unavailable"
"R3 High-Memory Quadruple Extra Large","r3.4xlarge","122.0 GiB","16 vCPUs","320 GB                 SSD","High","$1.3280 hourly","$0.6351 hourly","$0.2630 hourly","$1.9440 hourly","$1.1774 hourly"
"R5DN Quadruple Extra Large","r5dn.4xlarge","128.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 25 Gigabit","$1.3360 hourly","$0.5669 hourly","$0.3350 hourly","$2.0720 hourly","$1.3029 hourly"
"X2GD Quadruple Extra Large","x2gd.4xlarge","256.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 10 Gigabit","$1.3360 hourly","$0.4970 hourly","$0.5959 hourly","unavailable","unavailable"
"I3EN 3xlarge","i3en.3xlarge","96.0 GiB","12 vCPUs","7500 GB                 NVMe SSD","Up to 25 Gigabit","$1.3560 hourly","$0.6168 hourly","$0.4068 hourly","$1.9080 hourly","$1.1688 hourly"
"C6I Eight Extra Large","c6i.8xlarge","64.0 GiB","32 vCPUs","EBS only","12.5 Gigabit","$1.3600 hourly","$0.5959 hourly","$0.3193 hourly","$2.8320 hourly","$2.0678 hourly"
"I4I Quadruple Extra Large","i4i.4xlarge","128.0 GiB","16 vCPUs","3750 GB                 NVMe SSD","Up to 25 Gigabit","$1.3730 hourly","$0.6915 hourly","$0.4119 hourly","$2.1090 hourly","$1.4275 hourly"
"M5A Eight Extra Large","m5a.8xlarge","128.0 GiB","32 vCPUs","EBS only","Up to 10 Gigabit","$1.3760 hourly","$0.6311 hourly","$0.6528 hourly","$2.8480 hourly","$2.1031 hourly"
"C5AD Eight Extra Large","c5ad.8xlarge","64.0 GiB","32 vCPUs","1200 GB                 (2 * 600 GB NVMe SSD)","10 Gigabit","$1.3760 hourly","$0.6041 hourly","$0.6269 hourly","$2.8480 hourly","$2.0761 hourly"
"D2 Double Extra Large","d2.2xlarge","61.0 GiB","8 vCPUs","12288 GB                 (6 * 2048 GB HDD)","High","$1.3800 hourly","$0.6066 hourly","$0.4140 hourly","$1.6010 hourly","$0.6743 hourly"
"C6GN Eight Extra Large","c6gn.8xlarge","64.0 GiB","32 vCPUs","EBS only","50 Gigabit","$1.3824 hourly","$0.6462 hourly","$0.4749 hourly","unavailable","unavailable"
"M6A Eight Extra Large","m6a.8xlarge","128.0 GiB","32 vCPUs","EBS only","12.5 Gigabit","$1.3824 hourly","$0.6362 hourly","$0.6287 hourly","$2.8544 hourly","$2.1082 hourly"
"R6IN Quadruple Extra Large","r6in.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 50 Gigabit","$1.3946 hourly","$0.5904 hourly","$0.2427 hourly","$2.1306 hourly","$1.3264 hourly"
"M6GD Eight Extra Large","m6gd.8xlarge","128.0 GiB","32 vCPUs","1900 GB                 NVMe SSD","12 Gigabit","$1.4464 hourly","$0.6564 hourly","$0.4953 hourly","unavailable","unavailable"
"IM4GN Quadruple Extra Large","im4gn.4xlarge","64.0 GiB","16 vCPUs","7500 GB                 NVMe SSD","25 Gigabit","$1.4552 hourly","$0.7244 hourly","$0.7502 hourly","unavailable","unavailable"
"C5 High-CPU 9xlarge","c5.9xlarge","72.0 GiB","36 vCPUs","EBS only","12 Gigabit","$1.5300 hourly","$0.6618 hourly","$0.3421 hourly","$3.1860 hourly","$2.3178 hourly"
"M6I Eight Extra Large","m6i.8xlarge","128.0 GiB","32 vCPUs","EBS only","12.5 Gigabit","$1.5360 hourly","$0.7068 hourly","$0.5834 hourly","$3.0080 hourly","$2.1788 hourly"
"M5 General Purpose Eight Extra Large","m5.8xlarge","128.0 GiB","32 vCPUs","EBS only","10 Gigabit","$1.5360 hourly","$0.7068 hourly","$0.3517 hourly","$3.0080 hourly","$2.1788 hourly"
"R6IDN Quadruple Extra Large","r6idn.4xlarge","128.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 50 Gigabit","$1.5631 hourly","$0.6631 hourly","$0.3061 hourly","$2.2991 hourly","$1.3991 hourly"
"C4 High-CPU Eight Extra Large","c4.8xlarge","60.0 GiB","36 vCPUs","EBS only","10 Gigabit","$1.5910 hourly","$0.7393 hourly","$0.3846 hourly","$3.0910 hourly","$2.2135 hourly"
"C6ID Eight Extra Large","c6id.8xlarge","64.0 GiB","32 vCPUs","1900 GB                 NVMe SSD","12.5 Gigabit","$1.6128 hourly","$0.7080 hourly","$0.6186 hourly","$3.0848 hourly","$2.1799 hourly"
"R6G Eight Extra Large","r6g.8xlarge","256.0 GiB","32 vCPUs","EBS only","12 Gigabit","$1.6128 hourly","$0.7582 hourly","$0.3654 hourly","unavailable","unavailable"
"C6G 12xlarge","c6g.12xlarge","96.0 GiB","48 vCPUs","EBS only","20 Gigabit","$1.6320 hourly","$0.7104 hourly","$0.7979 hourly","unavailable","unavailable"
"M5AD Eight Extra Large","m5ad.8xlarge","128.0 GiB","32 vCPUs","1200 GB                 (2 * 600 GB NVMe SSD)","Up to 10 Gigabit","$1.6480 hourly","$0.7542 hourly","$0.5849 hourly","$3.1200 hourly","$2.2262 hourly"
"X2IEDN Double Extra Large","x2iedn.2xlarge","256.0 GiB","8 vCPUs","237 GB                 NVMe SSD","Up to 25 Gigabit","$1.6672 hourly","$0.5833 hourly","$0.5002 hourly","$2.0353 hourly","$0.9513 hourly"
"X1E Double Extra Large","x1e.2xlarge","244.0 GiB","8 vCPUs","240 GB                 SSD","Up to 10 Gigabit","$1.6680 hourly","$0.5595 hourly","$0.5004 hourly","$2.0360 hourly","$0.9275 hourly"
"I2 Double Extra Large","i2.2xlarge","61.0 GiB","8 vCPUs","1600 GB                 (2 * 800 GB SSD)","High","$1.7050 hourly","$0.6408 hourly","$0.5115 hourly","$1.9460 hourly","$0.8760 hourly"
"R7G Eight Extra Large","r7g.8xlarge","256.0 GiB","32 vCPUs","EBS only","15 Gigabit","$1.7136 hourly","$0.8111 hourly","$0.5482 hourly","unavailable","unavailable"
"C5 High-CPU 9xlarge","c5d.9xlarge","72.0 GiB","36 vCPUs","900 GB                 NVMe SSD","12 Gigabit","$1.7280 hourly","$0.7485 hourly","$0.3822 hourly","$3.3840 hourly","$2.4045 hourly"
"G4AD Eight Extra Large","g4ad.8xlarge","128.0 GiB","32 vCPUs","1200 GB                 NVMe SSD","15 Gigabit","$1.7340 hourly","$0.9520 hourly","$0.8131 hourly","$3.2060 hourly","$2.4240 hourly"
"C7G 12xlarge","c7g.12xlarge","96.0 GiB","48 vCPUs","EBS only","22.5 Gigabit","$1.7342 hourly","$0.7598 hourly","$0.8172 hourly","unavailable","unavailable"
"R5A Eight Extra Large","r5a.8xlarge","256.0 GiB","32 vCPUs","EBS only","Up to 10 Gigabit","$1.8080 hourly","$0.8558 hourly","$0.6263 hourly","$3.2800 hourly","$2.3278 hourly"
"M5 General Purpose Eight Extra Large","m5d.8xlarge","128.0 GiB","32 vCPUs","1200 GB                 (2 * 600 GB NVMe SSD)","10 Gigabit","$1.8080 hourly","$0.8257 hourly","$0.5748 hourly","$3.2800 hourly","$2.2977 hourly"
"R6A Eight Extra Large","r6a.8xlarge","256.0 GiB","32 vCPUs","EBS only","12.5 Gigabit","$1.8144 hourly","$0.8588 hourly","$0.6731 hourly","$3.2864 hourly","$2.3308 hourly"
"C6IN Eight Extra Large","c6in.8xlarge","64.0 GiB","32 vCPUs","EBS only","50 Gigabit","$1.8144 hourly","$0.6885 hourly","$0.6857 hourly","$3.2864 hourly","$2.1605 hourly"
"C6A 12xlarge","c6a.12xlarge","96.0 GiB","48 vCPUs","EBS only","18.75 Gigabit","$1.8360 hourly","$0.8044 hourly","$0.8030 hourly","$4.0440 hourly","$3.0124 hourly"
"C6GD 12xlarge","c6gd.12xlarge","96.0 GiB","48 vCPUs","2850 GB                 (2 * 1425 GB NVMe SSD)","20 Gigabit","$1.8432 hourly","$0.7946 hourly","$0.4789 hourly","unavailable","unavailable"
"R6GD Eight Extra Large","r6gd.8xlarge","256.0 GiB","32 vCPUs","1900 GB                 NVMe SSD","12 Gigabit","$1.8432 hourly","$0.8571 hourly","$0.4082 hourly","unavailable","unavailable"
"C5A 12xlarge","c5a.12xlarge","96.0 GiB","48 vCPUs","EBS only","12 Gigabit","$1.8480 hourly","$0.8096 hourly","$0.6717 hourly","$4.0560 hourly","$3.0175 hourly"
"M6G 12xlarge","m6g.12xlarge","192.0 GiB","48 vCPUs","EBS only","20 Gigabit","$1.8480 hourly","$0.8467 hourly","$0.8632 hourly","unavailable","unavailable"
"H1 Eight Extra Large","h1.8xlarge","128.0 GiB","32 vCPUs","8000 GB                 (4 * 2000 GB HDD)","10 Gigabit","$1.8720 hourly","$0.9436 hourly","$0.9301 hourly","$3.3440 hourly","$2.4156 hourly"
"M6ID Eight Extra Large","m6id.8xlarge","128.0 GiB","32 vCPUs","1900 GB                 NVMe SSD","12.5 Gigabit","$1.8984 hourly","$0.8670 hourly","$0.6502 hourly","$3.3704 hourly","$2.3390 hourly"
"M5N Eight Extra Large","m5n.8xlarge","128.0 GiB","32 vCPUs","EBS only","25 Gigabit","$1.9040 hourly","$0.7650 hourly","$0.6874 hourly","$3.3760 hourly","$2.2370 hourly"
"C5N 9xlarge","c5n.9xlarge","96.0 GiB","36 vCPUs","EBS only","50 Gigabit","$1.9440 hourly","$0.7377 hourly","$0.5374 hourly","$3.6000 hourly","$2.3936 hourly"
"M7G 12xlarge","m7g.12xlarge","192.0 GiB","48 vCPUs","EBS only","22.5 Gigabit","$1.9584 hourly","$0.9013 hourly","$0.8057 hourly","unavailable","unavailable"
"INF2 Eight Extra Large","inf2.8xlarge","128.0 GiB","32 vCPUs","EBS only","Up to 25 Gigabit","$1.9679 hourly","$0.9643 hourly","$1.4853 hourly","unavailable","unavailable"
"M5ZN 6xlarge","m5zn.6xlarge","96.0 GiB","24 vCPUs","EBS only","50 Gigabit","$1.9820 hourly","$0.9323 hourly","$0.4839 hourly","$3.0860 hourly","$2.0363 hourly"
"D3 Quadruple Extra Large","d3.4xlarge","128.0 GiB","16 vCPUs","23760 GB                 (12 * 1980 GB NVMe HDD)","Up to 15 Gigabit","$1.9980 hourly","$0.9398 hourly","$0.7360 hourly","$2.7340 hourly","$1.6758 hourly"
"M4 General Purpose Deca Extra Large","m4.10xlarge","160.0 GiB","40 vCPUs","EBS only","10 Gigabit","$2.0000 hourly","$0.9016 hourly","$0.7059 hourly","$3.8400 hourly","$2.7416 hourly"
"R5 Eight Extra Large","r5.8xlarge","256.0 GiB","32 vCPUs","EBS only","10 Gigabit","$2.0160 hourly","$0.9543 hourly","$0.3345 hourly","$3.4880 hourly","$2.4263 hourly"
"R6I Eight Extra Large","r6i.8xlarge","256.0 GiB","32 vCPUs","EBS only","12.5 Gigabit","$2.0160 hourly","$0.9543 hourly","$0.6241 hourly","$3.4880 hourly","$2.4263 hourly"
"C5 High-CPU 12xlarge","c5.12xlarge","96.0 GiB","48 vCPUs","EBS only","12 Gigabit","$2.0400 hourly","$0.8936 hourly","$0.6476 hourly","$4.2480 hourly","$3.1016 hourly"
"C6I 12xlarge","c6i.12xlarge","96.0 GiB","48 vCPUs","EBS only","18.75 Gigabit","$2.0400 hourly","$0.8938 hourly","$0.6109 hourly","$4.2480 hourly","$3.1018 hourly"
"M5A 12xlarge","m5a.12xlarge","192.0 GiB","48 vCPUs","EBS only","10 Gigabit","$2.0640 hourly","$0.9467 hourly","$0.8834 hourly","$4.2720 hourly","$3.1546 hourly"
"C5AD 12xlarge","c5ad.12xlarge","96.0 GiB","48 vCPUs","1800 GB                 (2 * 900 GB NVMe SSD)","12 Gigabit","$2.0640 hourly","$0.9062 hourly","$0.8398 hourly","$4.2720 hourly","$3.1142 hourly"
"C6GN 12xlarge","c6gn.12xlarge","96.0 GiB","48 vCPUs","EBS only","75 Gigabit","$2.0736 hourly","$0.9693 hourly","$0.7893 hourly","unavailable","unavailable"
"M6A 12xlarge","m6a.12xlarge","192.0 GiB","48 vCPUs","EBS only","18.75 Gigabit","$2.0736 hourly","$0.9543 hourly","$0.9274 hourly","$4.2816 hourly","$3.1623 hourly"
"R5AD Eight Extra Large","r5ad.8xlarge","256.0 GiB","32 vCPUs","1200 GB                 (2 * 600 GB NVMe SSD)","Up to 10 Gigabit","$2.0960 hourly","$0.9798 hourly","$0.5827 hourly","$3.5680 hourly","$2.4518 hourly"
"R4 High-Memory Eight Extra Large","r4.8xlarge","244.0 GiB","32 vCPUs","EBS only","10 Gigabit","$2.1280 hourly","$0.9557 hourly","$0.5262 hourly","$3.6000 hourly","$2.4277 hourly"
"M6GD 12xlarge","m6gd.12xlarge","192.0 GiB","48 vCPUs","2850 GB                 (2 * 1425 GB NVMe SSD)","20 Gigabit","$2.1696 hourly","$0.9847 hourly","$0.8130 hourly","unavailable","unavailable"
"G4DN Eight Extra Large","g4dn.8xlarge","128.0 GiB","32 vCPUs","900 GB                 NVMe SSD","50 Gigabit","$2.1760 hourly","$1.0236 hourly","$0.8822 hourly","$3.6480 hourly","$2.4956 hourly"
"C6G 16xlarge","c6g.16xlarge","128.0 GiB","64 vCPUs","EBS only","25 Gigabit","$2.1760 hourly","$0.9473 hourly","$0.7720 hourly","unavailable","unavailable"
"M5DN Eight Extra Large","m5dn.8xlarge","128.0 GiB","32 vCPUs","1200 GB                 (2 * 600 GB NVMe SSD)","25 Gigabit","$2.1760 hourly","$0.8828 hourly","$0.5639 hourly","$3.6480 hourly","$2.3548 hourly"
"C6G Metal","c6g.metal","128.0 GiB","64 vCPUs","EBS only","25 Gigabit","$2.1760 hourly","$0.9473 hourly","$0.9860 hourly","unavailable","unavailable"
"M6IN Eight Extra Large","m6in.8xlarge","128.0 GiB","32 vCPUs","EBS only","50 Gigabit","$2.2277 hourly","$0.8951 hourly","$0.6360 hourly","$3.6997 hourly","$2.3671 hourly"
"Z1D 6xlarge","z1d.6xlarge","192.0 GiB","24 vCPUs","900 GB                 NVMe SSD","12 Gigabit","$2.2320 hourly","$0.9623 hourly","$0.9020 hourly","$3.3360 hourly","$2.0663 hourly"
"G3 Graphics GPU Eight Extra Large","g3.8xlarge","244.0 GiB","32 vCPUs","EBS only","10 Gigabit","$2.2800 hourly","$1.2126 hourly","$1.4002 hourly","$3.7520 hourly","$2.6846 hourly"
"M5 General Purpose 12xlarge","m5.12xlarge","192.0 GiB","48 vCPUs","EBS only","12 Gigabit","$2.3040 hourly","$1.0603 hourly","$0.6452 hourly","$4.5120 hourly","$3.2683 hourly"
"R5D Eight Extra Large","r5d.8xlarge","256.0 GiB","32 vCPUs","1200 GB                 (2 * 600 GB NVMe SSD)","10 Gigabit","$2.3040 hourly","$1.0766 hourly","$0.6512 hourly","$3.7760 hourly","$2.5486 hourly"
"C5 High-CPU 12xlarge","c5d.12xlarge","96.0 GiB","48 vCPUs","1800 GB                 (2 * 900 GB NVMe SSD)","12 Gigabit","$2.3040 hourly","$1.0096 hourly","$0.6475 hourly","$4.5120 hourly","$3.2176 hourly"
"M6I 12xlarge","m6i.12xlarge","192.0 GiB","48 vCPUs","EBS only","18.75 Gigabit","$2.3040 hourly","$1.0603 hourly","$0.8367 hourly","$4.5120 hourly","$3.2683 hourly"
"IS4GEN Quadruple Extra Large","is4gen.4xlarge","96.0 GiB","16 vCPUs","15000 GB                 (2 * 7500 GB NVMe SSD)","25 Gigabit","$2.3052 hourly","$1.0916 hourly","$0.7419 hourly","unavailable","unavailable"
"C7G 16xlarge","c7g.16xlarge","128.0 GiB","64 vCPUs","EBS only","30 Gigabit","$2.3123 hourly","$1.0131 hourly","$1.1596 hourly","unavailable","unavailable"
"C7G Metal","c7g.metal","128.0 GiB","64 vCPUs","EBS only","30 Gigabit","$2.3123 hourly","$1.0131 hourly","$1.0544 hourly","unavailable","unavailable"
"R5N Eight Extra Large","r5n.8xlarge","256.0 GiB","32 vCPUs","EBS only","25 Gigabit","$2.3840 hourly","$1.0093 hourly","$0.5019 hourly","$3.8560 hourly","$2.4813 hourly"
"R5B Eight Extra Large","r5b.8xlarge","256.0 GiB","32 vCPUs","EBS only","10 Gigabit","$2.3840 hourly","$1.0093 hourly","$0.7002 hourly","$3.8560 hourly","$2.4813 hourly"
"R6G 12xlarge","r6g.12xlarge","384.0 GiB","48 vCPUs","EBS only","20 Gigabit","$2.4192 hourly","$1.1373 hourly","$0.8719 hourly","unavailable","unavailable"
"R6ID Eight Extra Large","r6id.8xlarge","256.0 GiB","32 vCPUs","1900 GB                 NVMe SSD","12.5 Gigabit","$2.4192 hourly","$1.1278 hourly","$0.5835 hourly","$3.8912 hourly","$2.5998 hourly"
"C6ID 12xlarge","c6id.12xlarge","96.0 GiB","48 vCPUs","2850 GB                 (2 * 1425 GB NVMe SSD)","18.75 Gigabit","$2.4192 hourly","$1.0619 hourly","$0.7629 hourly","$4.6272 hourly","$3.2699 hourly"
"C6A 16xlarge","c6a.16xlarge","128.0 GiB","64 vCPUs","EBS only","25 Gigabit","$2.4480 hourly","$1.0725 hourly","$1.1887 hourly","$5.3920 hourly","$4.0165 hourly"
"C6GD Metal","c6gd.metal","128.0 GiB","64 vCPUs","3800 GB                 (2 * 1900 GB NVMe SSD)","25 Gigabit","$2.4576 hourly","$1.0595 hourly","$1.0666 hourly","unavailable","unavailable"
"C6GD 16xlarge","c6gd.16xlarge","128.0 GiB","64 vCPUs","3800 GB                 (2 * 1900 GB NVMe SSD)","25 Gigabit","$2.4576 hourly","$1.0595 hourly","$0.9346 hourly","unavailable","unavailable"
"M6G 16xlarge","m6g.16xlarge","256.0 GiB","64 vCPUs","EBS only","25 Gigabit","$2.4640 hourly","$1.1289 hourly","$0.8684 hourly","unavailable","unavailable"
"M6G Metal","m6g.metal","256.0 GiB","64 vCPUs","EBS only","25 Gigabit","$2.4640 hourly","$1.1289 hourly","$1.1153 hourly","unavailable","unavailable"
"C5A 16xlarge","c5a.16xlarge","128.0 GiB","64 vCPUs","EBS only","20 Gigabit","$2.4640 hourly","$1.0794 hourly","$0.9136 hourly","$5.4080 hourly","$4.0234 hourly"
"M5AD 12xlarge","m5ad.12xlarge","192.0 GiB","48 vCPUs","1800 GB                 (2 * 900 GB NVMe SSD)","10 Gigabit","$2.4720 hourly","$1.1313 hourly","$0.9323 hourly","$4.6800 hourly","$3.3393 hourly"
"I3 High I/O Eight Extra Large","i3.8xlarge","244.0 GiB","32 vCPUs","7600 GB                 (4 * 1900 GB NVMe SSD)","10 Gigabit","$2.4960 hourly","$1.2623 hourly","$0.7488 hourly","$3.9680 hourly","$2.7342 hourly"
"M6IDN Eight Extra Large","m6idn.8xlarge","128.0 GiB","32 vCPUs","1900 GB                 NVMe SSD","50 Gigabit","$2.5459 hourly","$1.0327 hourly","$0.5136 hourly","$4.0179 hourly","$2.5047 hourly"
"R7G 12xlarge","r7g.12xlarge","384.0 GiB","48 vCPUs","EBS only","22.5 Gigabit","$2.5704 hourly","$1.2167 hourly","$0.9010 hourly","unavailable","unavailable"
"M7G 16xlarge","m7g.16xlarge","256.0 GiB","64 vCPUs","EBS only","30 Gigabit","$2.6112 hourly","$1.2016 hourly","$1.1912 hourly","unavailable","unavailable"
"M7G Metal","m7g.metal","256.0 GiB","64 vCPUs","EBS only","30 Gigabit","$2.6112 hourly","$1.2016 hourly","$1.0778 hourly","unavailable","unavailable"
"R3 High-Memory Eight Extra Large","r3.8xlarge","244.0 GiB","32 vCPUs","640 GB                 (2 * 320 GB SSD)","10 Gigabit","$2.6560 hourly","$1.2703 hourly","$0.4662 hourly","$3.5000 hourly","$1.5248 hourly"
"R5DN Eight Extra Large","r5dn.8xlarge","256.0 GiB","32 vCPUs","1200 GB                 (2 * 600 GB NVMe SSD)","25 Gigabit","$2.6720 hourly","$1.1338 hourly","$0.7099 hourly","$4.1440 hourly","$2.6058 hourly"
"X2GD Eight Extra Large","x2gd.8xlarge","512.0 GiB","32 vCPUs","1900 GB                 NVMe SSD","12 Gigabit","$2.6720 hourly","$0.9940 hourly","$1.3002 hourly","unavailable","unavailable"
"M5 General Purpose 12xlarge","m5d.12xlarge","192.0 GiB","48 vCPUs","1800 GB                 (2 * 900 GB NVMe SSD)","12 Gigabit","$2.7120 hourly","$1.2386 hourly","$0.9628 hourly","$4.9200 hourly","$3.4466 hourly"
"I3EN 6xlarge","i3en.6xlarge","192.0 GiB","24 vCPUs","15000 GB                 (2 * 7500 GB NVMe SSD)","25 Gigabit","$2.7120 hourly","$1.2336 hourly","$0.8136 hourly","$3.8160 hourly","$2.3376 hourly"
"R5A 12xlarge","r5a.12xlarge","384.0 GiB","48 vCPUs","EBS only","10 Gigabit","$2.7120 hourly","$1.2837 hourly","$0.9391 hourly","$4.9200 hourly","$3.4917 hourly"
"C6I 16xlarge","c6i.16xlarge","128.0 GiB","64 vCPUs","EBS only","25 Gigabit","$2.7200 hourly","$1.1917 hourly","$1.1687 hourly","$5.6640 hourly","$4.1357 hourly"
"R6A 12xlarge","r6a.12xlarge","384.0 GiB","48 vCPUs","EBS only","18.75 Gigabit","$2.7216 hourly","$1.2882 hourly","$0.8965 hourly","$4.9296 hourly","$3.4962 hourly"
"C6IN 12xlarge","c6in.12xlarge","96.0 GiB","48 vCPUs","EBS only","75 Gigabit","$2.7216 hourly","$1.0327 hourly","$0.7792 hourly","$4.9296 hourly","$3.2407 hourly"
"I4I Eight Extra Large","i4i.8xlarge","256.0 GiB","32 vCPUs","7500 GB                 (2 * 3750 GB NVMe SSD)","18.75 Gigabit","$2.7460 hourly","$1.3830 hourly","$0.8238 hourly","$4.2180 hourly","$2.8550 hourly"
"M5A 16xlarge","m5a.16xlarge","256.0 GiB","64 vCPUs","EBS only","12 Gigabit","$2.7520 hourly","$1.2622 hourly","$1.2610 hourly","$5.6960 hourly","$4.2062 hourly"
"C5AD 16xlarge","c5ad.16xlarge","128.0 GiB","64 vCPUs","2400 GB                 (2 * 1200 GB NVMe SSD)","20 Gigabit","$2.7520 hourly","$1.2082 hourly","$0.9821 hourly","$5.6960 hourly","$4.1522 hourly"
"D2 Quadruple Extra Large","d2.4xlarge","122.0 GiB","16 vCPUs","24576 GB                 (12 * 2048 GB HDD)","High","$2.7600 hourly","$1.2132 hourly","$0.8280 hourly","$3.0620 hourly","$1.2810 hourly"
"R6GD 12xlarge","r6gd.12xlarge","384.0 GiB","48 vCPUs","2850 GB                 (2 * 1425 GB NVMe SSD)","20 Gigabit","$2.7648 hourly","$1.2857 hourly","$0.8408 hourly","unavailable","unavailable"
"M6A 16xlarge","m6a.16xlarge","256.0 GiB","64 vCPUs","EBS only","25 Gigabit","$2.7648 hourly","$1.2723 hourly","$1.1321 hourly","$5.7088 hourly","$4.2163 hourly"
"C6GN 16xlarge","c6gn.16xlarge","128.0 GiB","64 vCPUs","EBS only","100 Gigabit","$2.7648 hourly","$1.2924 hourly","$0.6385 hourly","unavailable","unavailable"
"R6IN Eight Extra Large","r6in.8xlarge","256.0 GiB","32 vCPUs","EBS only","50 Gigabit","$2.7893 hourly","$1.1809 hourly","$0.6906 hourly","$4.2613 hourly","$2.6529 hourly"
