"Name","API Name","Instance Memory","vCPUs","Instance Storage","Network Performance","Linux On Demand cost","Linux Reserved cost","Linux Spot Minimum cost","Windows On Demand cost","Windows Reserved cost"
"C6GN Medium","c6gn.medium","2.0 GiB","1 vCPUs","EBS only","Up to 16 Gigabit","$0.0432 hourly","$0.0202 hourly","$0.0175 hourly","unavailable","unavailable"
"M6GD Medium","m6gd.medium","4.0 GiB","1 vCPUs","59 GB                 NVMe SSD","Up to 10 Gigabit","$0.0452 hourly","$0.0205 hourly","$0.0190 hourly","unavailable","unavailable"
"T2 Medium","t2.medium","4.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Low to Moderate","$0.0464 hourly","$0.0209 hourly","$0.0208 hourly","$0.0644 hourly","$0.0389 hourly"
"R6G Medium","r6g.medium","8.0 GiB","1 vCPUs","EBS only","Up to 10 Gigabit","$0.0504 hourly","$0.0237 hourly","$0.0172 hourly","unavailable","unavailable"
"A1 Large","a1.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0510 hourly","$0.0230 hourly","$0.0224 hourly","unavailable","unavailable"
"R7G Medium","r7g.medium","8.0 GiB","1 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0536 hourly","$0.0253 hourly","$0.0190 hourly","unavailable","unavailable"
"R6GD Medium","r6gd.medium","8.0 GiB","1 vCPUs","59 GB                 NVMe SSD","Up to 10 Gigabit","$0.0576 hourly","$0.0268 hourly","$0.0177 hourly","unavailable","unavailable"
"T4G Large","t4g.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","EBS only","Up to 5 Gigabit","$0.0672 hourly","$0.0303 hourly","$0.0317 hourly","unavailable","unavailable"
"C6G Large","c6g.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0680 hourly","$0.0296 hourly","$0.0302 hourly","unavailable","unavailable"
"C7G Large","c7g.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0723 hourly","$0.0317 hourly","$0.0330 hourly","unavailable","unavailable"
"T3A Large","t3a.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","EBS only","Up to 5 Gigabit","$0.0752 hourly","$0.0340 hourly","$0.0330 hourly","$0.1028 hourly","$0.0616 hourly"
"C6A Large","c6a.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0765 hourly","$0.0335 hourly","$0.0310 hourly","$0.1685 hourly","$0.1255 hourly"
"C6GD Large","c6gd.large","4.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.0768 hourly","$0.0331 hourly","$0.0324 hourly","unavailable","unavailable"
"M6G Large","m6g.large","8.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0770 hourly","$0.0353 hourly","$0.0368 hourly","unavailable","unavailable"
"C5A Large","c5a.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0770 hourly","$0.0337 hourly","$0.0322 hourly","$0.1690 hourly","$0.1257 hourly"
"M7G Large","m7g.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0816 hourly","$0.0376 hourly","$0.0347 hourly","unavailable","unavailable"
"T3 Large","t3.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","EBS only","Up to 5 Gigabit","$0.0832 hourly","$0.0375 hourly","$0.0315 hourly","$0.1108 hourly","$0.0651 hourly"
"X2GD Medium","x2gd.medium","16.0 GiB","1 vCPUs","59 GB                 NVMe SSD","Up to 10 Gigabit","$0.0835 hourly","$0.0311 hourly","$0.0454 hourly","unavailable","unavailable"
"C5 High-CPU Large","c5.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0850 hourly","$0.0368 hourly","$0.0408 hourly","$0.1770 hourly","$0.1288 hourly"
"C6I Large","c6i.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0850 hourly","$0.0373 hourly","$0.0373 hourly","$0.1770 hourly","$0.1292 hourly"
"M5A Large","m5a.large","8.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0860 hourly","$0.0395 hourly","$0.0425 hourly","$0.1780 hourly","$0.1314 hourly"
"C5AD Large","c5ad.large","4.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.0860 hourly","$0.0377 hourly","$0.0324 hourly","$0.1780 hourly","$0.1298 hourly"
"M6A Large","m6a.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0864 hourly","$0.0398 hourly","$0.0376 hourly","$0.1784 hourly","$0.1318 hourly"
"C6GN Large","c6gn.large","4.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.0864 hourly","$0.0404 hourly","$0.0290 hourly","unavailable","unavailable"
"M6GD Large","m6gd.large","8.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.0904 hourly","$0.0410 hourly","$0.0310 hourly","unavailable","unavailable"
"T2 Large","t2.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","EBS only","Low to Moderate","$0.0928 hourly","$0.0418 hourly","$0.0299 hourly","$0.1208 hourly","$0.0698 hourly"
"M6I Large","m6i.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0960 hourly","$0.0442 hourly","$0.0305 hourly","$0.1880 hourly","$0.1362 hourly"
"M5 General Purpose Large","m5.large","8.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0960 hourly","$0.0442 hourly","$0.0333 hourly","$0.1880 hourly","$0.1362 hourly"
"C5 High-CPU Large","c5d.large","4.0 GiB","2 vCPUs","50 GB                 NVMe SSD","Up to 10 Gigabit","$0.0960 hourly","$0.0416 hourly","$0.0330 hourly","$0.1880 hourly","$0.1336 hourly"
"M4 General Purpose Large","m4.large","8.0 GiB","2 vCPUs","EBS only","Moderate","$0.1000 hourly","$0.0451 hourly","$0.0384 hourly","$0.1920 hourly","$0.1371 hourly"
"C4 High-CPU Large","c4.large","3.75 GiB","2 vCPUs","EBS only","Moderate","$0.1000 hourly","$0.0462 hourly","$0.0389 hourly","$0.1920 hourly","$0.1382 hourly"
"C6ID Large","c6id.large","4.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.1008 hourly","$0.0443 hourly","$0.0331 hourly","$0.1928 hourly","$0.1363 hourly"
"R6G Large","r6g.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1008 hourly","$0.0474 hourly","$0.0379 hourly","unavailable","unavailable"
"A1 Extra Large","a1.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1020 hourly","$0.0460 hourly","$0.0365 hourly","unavailable","unavailable"
"M5AD Large","m5ad.large","8.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1030 hourly","$0.0471 hourly","$0.0429 hourly","$0.1950 hourly","$0.1392 hourly"
"R7G Large","r7g.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1071 hourly","$0.0507 hourly","$0.0333 hourly","unavailable","unavailable"
"C5N Large","c5n.large","5.25 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1080 hourly","$0.0410 hourly","$0.0392 hourly","$0.2000 hourly","$0.1330 hourly"
"M5 General Purpose Large","m5d.large","8.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1130 hourly","$0.0516 hourly","$0.0332 hourly","$0.2050 hourly","$0.1436 hourly"
"R5A Large","r5a.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1130 hourly","$0.0535 hourly","$0.0416 hourly","$0.2050 hourly","$0.1455 hourly"
"R6A Large","r6a.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1134 hourly","$0.0537 hourly","$0.0435 hourly","$0.2054 hourly","$0.1457 hourly"
"C6IN Large","c6in.large","4.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1134 hourly","$0.0430 hourly","$0.0312 hourly","$0.2054 hourly","$0.1350 hourly"
"R6GD Large","r6gd.large","16.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.1152 hourly","$0.0536 hourly","$0.0346 hourly","unavailable","unavailable"
"M6ID Large","m6id.large","8.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.1187 hourly","$0.0542 hourly","$0.0391 hourly","$0.2107 hourly","$0.1462 hourly"
"M5N Large","m5n.large","8.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1190 hourly","$0.0478 hourly","$0.0438 hourly","$0.2110 hourly","$0.1398 hourly"
"R6I Large","r6i.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1260 hourly","$0.0596 hourly","$0.0317 hourly","$0.2180 hourly","$0.1516 hourly"
"R5 Large","r5.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1260 hourly","$0.0596 hourly","$0.0347 hourly","$0.2180 hourly","$0.1516 hourly"
"R5AD Large","r5ad.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1310 hourly","$0.0612 hourly","$0.0302 hourly","$0.2230 hourly","$0.1532 hourly"
"R4 High-Memory Large","r4.large","15.25 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1330 hourly","$0.0597 hourly","$0.0374 hourly","$0.2250 hourly","$0.1517 hourly"
"T4G Extra Large","t4g.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.1344 hourly","$0.0607 hourly","$0.0703 hourly","unavailable","unavailable"
"M5DN Large","m5dn.large","8.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 25 Gigabit","$0.1360 hourly","$0.0552 hourly","$0.0379 hourly","$0.2280 hourly","$0.1472 hourly"
"C6G Extra Large","c6g.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1360 hourly","$0.0592 hourly","$0.0732 hourly","unavailable","unavailable"
"M6IN Large","m6in.large","8.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1392 hourly","$0.0559 hourly","$0.0346 hourly","$0.2312 hourly","$0.1479 hourly"
"R5D Large","r5d.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1440 hourly","$0.0673 hourly","$0.0401 hourly","$0.2360 hourly","$0.1593 hourly"
"IS4GEN Medium","is4gen.medium","6.0 GiB","1 vCPUs","937 GB                 NVMe SSD","Up to 25 Gigabit","$0.1441 hourly","$0.0682 hourly","$0.0465 hourly","unavailable","unavailable"
"C7G Extra Large","c7g.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1445 hourly","$0.0633 hourly","$0.0669 hourly","unavailable","unavailable"
"R5B Large","r5b.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1490 hourly","$0.0631 hourly","$0.0370 hourly","$0.2410 hourly","$0.1551 hourly"
"R5N Large","r5n.large","16.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1490 hourly","$0.0631 hourly","$0.0355 hourly","$0.2410 hourly","$0.1551 hourly"
"T3A Extra Large","t3a.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.1504 hourly","$0.0680 hourly","$0.0839 hourly","$0.2240 hourly","$0.1416 hourly"
"R6ID Large","r6id.large","16.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.1512 hourly","$0.0705 hourly","$0.0378 hourly","$0.2432 hourly","$0.1625 hourly"
"C6A Extra Large","c6a.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1530 hourly","$0.0670 hourly","$0.0793 hourly","$0.3370 hourly","$0.2510 hourly"
"C6GD Extra Large","c6gd.xlarge","8.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 10 Gigabit","$0.1536 hourly","$0.0662 hourly","$0.0585 hourly","unavailable","unavailable"
"C5A Extra Large","c5a.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1540 hourly","$0.0675 hourly","$0.0718 hourly","$0.3380 hourly","$0.2514 hourly"
"M6G Extra Large","m6g.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1540 hourly","$0.0705 hourly","$0.0569 hourly","unavailable","unavailable"
"I3 High I/O Large","i3.large","15.25 GiB","2 vCPUs","475 GB                 NVMe SSD","Up to 10 Gigabit","$0.1560 hourly","$0.0789 hourly","$0.0468 hourly","$0.2480 hourly","$0.1709 hourly"
"M6IDN Large","m6idn.large","8.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 25 Gigabit","$0.1591 hourly","$0.0645 hourly","$0.0350 hourly","$0.2511 hourly","$0.1565 hourly"
"M7G Extra Large","m7g.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1632 hourly","$0.0751 hourly","$0.0718 hourly","unavailable","unavailable"
"M5ZN Large","m5zn.large","8.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1652 hourly","$0.0777 hourly","$0.0332 hourly","$0.2572 hourly","$0.1697 hourly"
"R3 High-Memory Large","r3.large","15.25 GiB","2 vCPUs","32 GB                 SSD","Moderate","$0.1660 hourly","$0.0793 hourly","$0.0350 hourly","$0.2910 hourly","$0.1904 hourly"
"T3 Extra Large","t3.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.1664 hourly","$0.0749 hourly","$0.0615 hourly","$0.2400 hourly","$0.1486 hourly"
"R5DN Large","r5dn.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 25 Gigabit","$0.1670 hourly","$0.0709 hourly","$0.0426 hourly","$0.2590 hourly","$0.1629 hourly"
"X2GD Large","x2gd.large","32.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.1670 hourly","$0.0621 hourly","$0.0873 hourly","unavailable","unavailable"
"C5 High-CPU Extra Large","c5.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1700 hourly","$0.0736 hourly","$0.0641 hourly","$0.3540 hourly","$0.2575 hourly"
"C6I Extra Large","c6i.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1700 hourly","$0.0745 hourly","$0.0632 hourly","$0.3540 hourly","$0.2585 hourly"
"I4I Large","i4i.large","16.0 GiB","2 vCPUs","468 GB                 NVMe SSD","Up to 10 Gigabit","$0.1720 hourly","$0.0865 hourly","$0.0516 hourly","$0.2640 hourly","$0.1784 hourly"
"C5AD Extra Large","c5ad.xlarge","8.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.1720 hourly","$0.0755 hourly","$0.0719 hourly","$0.3560 hourly","$0.2595 hourly"
"M5A Extra Large","m5a.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1720 hourly","$0.0789 hourly","$0.0842 hourly","$0.3560 hourly","$0.2629 hourly"
"M6A Extra Large","m6a.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1728 hourly","$0.0795 hourly","$0.0782 hourly","$0.3568 hourly","$0.2635 hourly"
"C6GN Extra Large","c6gn.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.1728 hourly","$0.0808 hourly","$0.0669 hourly","unavailable","unavailable"
"R6IN Large","r6in.large","16.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1743 hourly","$0.0738 hourly","$0.0342 hourly","$0.2663 hourly","$0.1658 hourly"
"M6GD Extra Large","m6gd.xlarge","16.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 10 Gigabit","$0.1808 hourly","$0.0820 hourly","$0.0651 hourly","unavailable","unavailable"
"IM4GN Large","im4gn.large","8.0 GiB","2 vCPUs","937 GB                 NVMe SSD","Up to 25 Gigabit","$0.1819 hourly","$0.0906 hourly","$0.0939 hourly","unavailable","unavailable"
"T2 Extra Large","t2.xlarge","16.0 GiB","4 vCPUs                                                         for a                   5h 24m                   burst","EBS only","Moderate","$0.1856 hourly","$0.0837 hourly","$0.0817 hourly","$0.2266 hourly","$0.1247 hourly"
"Z1D Large","z1d.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1860 hourly","$0.0802 hourly","$0.0930 hourly","$0.2780 hourly","$0.1722 hourly"
"C5 High-CPU Extra Large","c5d.xlarge","8.0 GiB","4 vCPUs","100 GB                 NVMe SSD","Up to 10 Gigabit","$0.1920 hourly","$0.0832 hourly","$0.0793 hourly","$0.3760 hourly","$0.2672 hourly"
"M6I Extra Large","m6i.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1920 hourly","$0.0884 hourly","$0.0663 hourly","$0.3760 hourly","$0.2724 hourly"
"M5 General Purpose Extra Large","m5.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1920 hourly","$0.0884 hourly","$0.0468 hourly","$0.3760 hourly","$0.2724 hourly"
"R6IDN Large","r6idn.large","16.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 25 Gigabit","$0.1954 hourly","$0.0829 hourly","$0.0372 hourly","$0.2874 hourly","$0.1749 hourly"
"C4 High-CPU Extra Large","c4.xlarge","7.5 GiB","4 vCPUs","EBS only","High","$0.1990 hourly","$0.0924 hourly","$0.0649 hourly","$0.3830 hourly","$0.2756 hourly"
"M4 General Purpose Extra Large","m4.xlarge","16.0 GiB","4 vCPUs","EBS only","High","$0.2000 hourly","$0.0901 hourly","$0.0716 hourly","$0.3840 hourly","$0.2742 hourly"
"C6ID Extra Large","c6id.xlarge","8.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.2016 hourly","$0.0885 hourly","$0.0665 hourly","$0.3856 hourly","$0.2725 hourly"
"R6G Extra Large","r6g.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2016 hourly","$0.0948 hourly","$0.0736 hourly","unavailable","unavailable"
"A1 Double Extra Large","a1.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.2040 hourly","$0.0920 hourly","$0.0674 hourly","unavailable","unavailable"
"M5AD Extra Large","m5ad.xlarge","16.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.2060 hourly","$0.0943 hourly","$0.0706 hourly","$0.3900 hourly","$0.2783 hourly"
"R7G Extra Large","r7g.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.2142 hourly","$0.1014 hourly","$0.0744 hourly","unavailable","unavailable"
"C5N Extra Large","c5n.xlarge","10.5 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.2160 hourly","$0.0820 hourly","$0.0646 hourly","$0.4000 hourly","$0.2659 hourly"
"I3EN Large","i3en.large","16.0 GiB","2 vCPUs","1250 GB                 NVMe SSD","Up to 25 Gigabit","$0.2260 hourly","$0.1028 hourly","$0.0678 hourly","$0.3180 hourly","$0.1948 hourly"
"M5 General Purpose Extra Large","m5d.xlarge","16.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.2260 hourly","$0.1032 hourly","$0.0785 hourly","$0.4100 hourly","$0.2872 hourly"
"R5A Extra Large","r5a.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2260 hourly","$0.1070 hourly","$0.0859 hourly","$0.4100 hourly","$0.2910 hourly"
"C6IN Extra Large","c6in.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 30 Gigabit","$0.2268 hourly","$0.0861 hourly","$0.0565 hourly","$0.4108 hourly","$0.2701 hourly"
"R6A Extra Large","r6a.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.2268 hourly","$0.1073 hourly","$0.0869 hourly","$0.4108 hourly","$0.2914 hourly"
"INF1 Extra Large","inf1.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.2280 hourly","$0.1143 hourly","$0.1227 hourly","unavailable","unavailable"
"R6GD Extra Large","r6gd.xlarge","32.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 10 Gigabit","$0.2304 hourly","$0.1072 hourly","$0.0685 hourly","unavailable","unavailable"
"M6ID Extra Large","m6id.xlarge","16.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.2373 hourly","$0.1084 hourly","$0.0605 hourly","$0.4213 hourly","$0.2924 hourly"
"M5N Extra Large","m5n.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.2380 hourly","$0.0956 hourly","$0.0790 hourly","$0.4220 hourly","$0.2796 hourly"
"R5 Extra Large","r5.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2520 hourly","$0.1193 hourly","$0.0689 hourly","$0.4360 hourly","$0.3033 hourly"
"R6I Extra Large","r6i.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.2520 hourly","$0.1193 hourly","$0.0713 hourly","$0.4360 hourly","$0.3033 hourly"
"R5AD Extra Large","r5ad.xlarge","32.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.2620 hourly","$0.1225 hourly","$0.0718 hourly","$0.4460 hourly","$0.3065 hourly"
"R4 High-Memory Extra Large","r4.xlarge","30.5 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2660 hourly","$0.1194 hourly","$0.0675 hourly","$0.4500 hourly","$0.3035 hourly"
"T4G Double Extra Large","t4g.2xlarge","32.0 GiB","8 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.2688 hourly","$0.1213 hourly","$0.1282 hourly","unavailable","unavailable"
"M5DN Extra Large","m5dn.xlarge","16.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 25 Gigabit","$0.2720 hourly","$0.1104 hourly","$0.0778 hourly","$0.4560 hourly","$0.2944 hourly"
"C6G Double Extra Large","c6g.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.2720 hourly","$0.1184 hourly","$0.1506 hourly","unavailable","unavailable"
"M6IN Extra Large","m6in.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 30 Gigabit","$0.2785 hourly","$0.1119 hourly","$0.0755 hourly","$0.4625 hourly","$0.2959 hourly"
"R5D Extra Large","r5d.xlarge","32.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.2880 hourly","$0.1346 hourly","$0.0735 hourly","$0.4720 hourly","$0.3186 hourly"
