"Name","API Name","Instance Memory","vCPUs","Instance Storage","Network Performance","Linux On Demand cost","Linux Reserved cost","Linux Spot Minimum cost","Windows On Demand cost","Windows Reserved cost"
"T4G Nano","t4g.nano","0.5 GiB","2 vCPUs                                                         for a                   1h 12m                   burst","EBS only","Up to 5 Gigabit","$0.0042 hourly","$0.0018 hourly","$0.0020 hourly","unavailable","unavailable"
"T3A Nano","t3a.nano","0.5 GiB","2 vCPUs                                                         for a                   1h 12m                   burst","EBS only","Up to 5 Gigabit","$0.0047 hourly","$0.0020 hourly","$0.0026 hourly","$0.0093 hourly","$0.0066 hourly"
"T3 Nano","t3.nano","0.5 GiB","2 vCPUs                                                         for a                   1h 12m                   burst","EBS only","Up to 5 Gigabit","$0.0052 hourly","$0.0022 hourly","$0.0025 hourly","$0.0098 hourly","$0.0068 hourly"
"T2 Nano","t2.nano","0.5 GiB","1 vCPUs                                                         for a                   1h 12m                   burst","EBS only","Low to Moderate","$0.0058 hourly","$0.0025 hourly","unavailable","$0.0081 hourly","$0.0048 hourly"
"T4G Micro","t4g.micro","1.0 GiB","2 vCPUs                                                         for a                   2h 24m                   burst","EBS only","Up to 5 Gigabit","$0.0084 hourly","$0.0036 hourly","$0.0045 hourly","unavailable","unavailable"
"T3A Micro","t3a.micro","1.0 GiB","2 vCPUs                                                         for a                   2h 24m                   burst","EBS only","Up to 5 Gigabit","$0.0094 hourly","$0.0041 hourly","$0.0052 hourly","$0.0186 hourly","$0.0133 hourly"
"T3 Micro","t3.micro","1.0 GiB","2 vCPUs                                                         for a                   2h 24m                   burst","EBS only","Up to 5 Gigabit","$0.0104 hourly","$0.0045 hourly","$0.0050 hourly","$0.0196 hourly","$0.0137 hourly"
"T2 Micro","t2.micro","1.0 GiB","1 vCPUs                                                         for a                   2h 24m                   burst","EBS only","Low to Moderate","$0.0116 hourly","$0.0050 hourly","$0.0044 hourly","$0.0162 hourly","$0.0096 hourly"
"T4G Small","t4g.small","2.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Up to 5 Gigabit","$0.0168 hourly","$0.0073 hourly","$0.0082 hourly","unavailable","unavailable"
"T3A Small","t3a.small","2.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Up to 5 Gigabit","$0.0188 hourly","$0.0081 hourly","$0.0110 hourly","$0.0372 hourly","$0.0265 hourly"
"T3 Small","t3.small","2.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Up to 5 Gigabit","$0.0208 hourly","$0.0090 hourly","$0.0108 hourly","$0.0392 hourly","$0.0274 hourly"
"T2 Small","t2.small","2.0 GiB","1 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Low to Moderate","$0.0230 hourly","$0.0100 hourly","$0.0097 hourly","$0.0320 hourly","$0.0192 hourly"
"A1 Medium","a1.medium","2.0 GiB","1 vCPUs","EBS only","Up to 10 Gigabit","$0.0255 hourly","$0.0110 hourly","$0.0079 hourly","unavailable","unavailable"
"T4G Medium","t4g.medium","4.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Up to 5 Gigabit","$0.0336 hourly","$0.0145 hourly","$0.0159 hourly","unavailable","unavailable"
"C6G Medium","c6g.medium","2.0 GiB","1 vCPUs","EBS only","Up to 10 Gigabit","$0.0340 hourly","$0.0147 hourly","$0.0142 hourly","unavailable","unavailable"
"C7G Medium","c7g.medium","2.0 GiB","1 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0361 hourly","$0.0159 hourly","$0.0178 hourly","unavailable","unavailable"
"T3A Medium","t3a.medium","4.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Up to 5 Gigabit","$0.0376 hourly","$0.0162 hourly","$0.0188 hourly","$0.0560 hourly","$0.0346 hourly"
"C6GD Medium","c6gd.medium","2.0 GiB","1 vCPUs","59 GB                 NVMe SSD","Up to 10 Gigabit","$0.0384 hourly","$0.0166 hourly","$0.0173 hourly","unavailable","unavailable"
"M6G Medium","m6g.medium","4.0 GiB","1 vCPUs","EBS only","Up to 10 Gigabit","$0.0385 hourly","$0.0167 hourly","$0.0179 hourly","unavailable","unavailable"
"M7G Medium","m7g.medium","4.0 GiB","1 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0408 hourly","$0.0185 hourly","$0.0160 hourly","unavailable","unavailable"
"T3 Medium","t3.medium","4.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Up to 5 Gigabit","$0.0416 hourly","$0.0180 hourly","$0.0125 hourly","$0.0600 hourly","$0.0364 hourly"
"C6GN Medium","c6gn.medium","2.0 GiB","1 vCPUs","EBS only","Up to 16 Gigabit","$0.0432 hourly","$0.0186 hourly","$0.0175 hourly","unavailable","unavailable"
"M6GD Medium","m6gd.medium","4.0 GiB","1 vCPUs","59 GB                 NVMe SSD","Up to 10 Gigabit","$0.0452 hourly","$0.0195 hourly","$0.0190 hourly","unavailable","unavailable"
"T2 Medium","t2.medium","4.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Low to Moderate","$0.0464 hourly","$0.0200 hourly","$0.0208 hourly","$0.0644 hourly","$0.0380 hourly"
"R6G Medium","r6g.medium","8.0 GiB","1 vCPUs","EBS only","Up to 10 Gigabit","$0.0504 hourly","$0.0218 hourly","$0.0172 hourly","unavailable","unavailable"
"A1 Large","a1.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0510 hourly","$0.0220 hourly","$0.0224 hourly","unavailable","unavailable"
"R7G Medium","r7g.medium","8.0 GiB","1 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0536 hourly","$0.0243 hourly","$0.0190 hourly","unavailable","unavailable"
"R6GD Medium","r6gd.medium","8.0 GiB","1 vCPUs","59 GB                 NVMe SSD","Up to 10 Gigabit","$0.0576 hourly","$0.0249 hourly","$0.0177 hourly","unavailable","unavailable"
"T4G Large","t4g.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","EBS only","Up to 5 Gigabit","$0.0672 hourly","$0.0290 hourly","$0.0317 hourly","unavailable","unavailable"
"C6G Large","c6g.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0680 hourly","$0.0294 hourly","$0.0302 hourly","unavailable","unavailable"
"C7G Large","c7g.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0723 hourly","$0.0318 hourly","$0.0330 hourly","unavailable","unavailable"
"T3A Large","t3a.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","EBS only","Up to 5 Gigabit","$0.0752 hourly","$0.0325 hourly","$0.0330 hourly","$0.1028 hourly","$0.0601 hourly"
"C6A Large","c6a.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0765 hourly","$0.0337 hourly","$0.0310 hourly","$0.1685 hourly","$0.1257 hourly"
"C6GD Large","c6gd.large","4.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.0768 hourly","$0.0332 hourly","$0.0324 hourly","unavailable","unavailable"
"M6G Large","m6g.large","8.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0770 hourly","$0.0335 hourly","$0.0368 hourly","unavailable","unavailable"
"C5A Large","c5a.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0770 hourly","$0.0330 hourly","$0.0322 hourly","$0.1690 hourly","$0.1250 hourly"
"M7G Large","m7g.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0816 hourly","$0.0370 hourly","$0.0347 hourly","unavailable","unavailable"
"T3 Large","t3.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","EBS only","Up to 5 Gigabit","$0.0832 hourly","$0.0359 hourly","$0.0315 hourly","$0.1108 hourly","$0.0635 hourly"
"X2GD Medium","x2gd.medium","16.0 GiB","1 vCPUs","59 GB                 NVMe SSD","Up to 10 Gigabit","$0.0835 hourly","$0.0285 hourly","$0.0454 hourly","unavailable","unavailable"
"C5 High-CPU Large","c5.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0850 hourly","$0.0350 hourly","$0.0408 hourly","$0.1770 hourly","$0.1270 hourly"
"C6I Large","c6i.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0850 hourly","$0.0374 hourly","$0.0373 hourly","$0.1770 hourly","$0.1294 hourly"
"M5A Large","m5a.large","8.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0860 hourly","$0.0370 hourly","$0.0425 hourly","$0.1780 hourly","$0.1290 hourly"
"C5AD Large","c5ad.large","4.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.0860 hourly","$0.0370 hourly","$0.0324 hourly","$0.1780 hourly","$0.1290 hourly"
"M6A Large","m6a.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0864 hourly","$0.0392 hourly","$0.0376 hourly","$0.1784 hourly","$0.1312 hourly"
"C6GN Large","c6gn.large","4.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.0864 hourly","$0.0371 hourly","$0.0290 hourly","unavailable","unavailable"
"M6GD Large","m6gd.large","8.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.0904 hourly","$0.0391 hourly","$0.0310 hourly","unavailable","unavailable"
"T2 Large","t2.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","EBS only","Low to Moderate","$0.0928 hourly","$0.0401 hourly","$0.0299 hourly","$0.1208 hourly","$0.0681 hourly"
"M6I Large","m6i.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0960 hourly","$0.0435 hourly","$0.0305 hourly","$0.1880 hourly","$0.1356 hourly"
"M5 General Purpose Large","m5.large","8.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0960 hourly","$0.0410 hourly","$0.0333 hourly","$0.1880 hourly","$0.1330 hourly"
"C5 High-CPU Large","c5d.large","4.0 GiB","2 vCPUs","50 GB                 NVMe SSD","Up to 10 Gigabit","$0.0960 hourly","$0.0400 hourly","$0.0330 hourly","$0.1880 hourly","$0.1320 hourly"
"M4 General Purpose Large","m4.large","8.0 GiB","2 vCPUs","EBS only","Moderate","$0.1000 hourly","$0.0432 hourly","$0.0384 hourly","$0.1920 hourly","$0.1352 hourly"
"C4 High-CPU Large","c4.large","3.75 GiB","2 vCPUs","EBS only","Moderate","$0.1000 hourly","$0.0440 hourly","$0.0389 hourly","$0.1920 hourly","$0.1360 hourly"
"C6ID Large","c6id.large","4.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.1008 hourly","$0.0421 hourly","$0.0331 hourly","$0.1928 hourly","$0.1341 hourly"
"R6G Large","r6g.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1008 hourly","$0.0435 hourly","$0.0379 hourly","unavailable","unavailable"
"A1 Extra Large","a1.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1020 hourly","$0.0441 hourly","$0.0365 hourly","unavailable","unavailable"
"M5AD Large","m5ad.large","8.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1030 hourly","$0.0440 hourly","$0.0429 hourly","$0.1950 hourly","$0.1360 hourly"
"R7G Large","r7g.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1071 hourly","$0.0486 hourly","$0.0333 hourly","unavailable","unavailable"
"C5N Large","c5n.large","5.25 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1080 hourly","$0.0390 hourly","$0.0392 hourly","$0.2000 hourly","$0.1310 hourly"
"M5 General Purpose Large","m5d.large","8.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1130 hourly","$0.0490 hourly","$0.0332 hourly","$0.2050 hourly","$0.1410 hourly"
"R5A Large","r5a.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1130 hourly","$0.0490 hourly","$0.0416 hourly","$0.2050 hourly","$0.1410 hourly"
"R6A Large","r6a.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1134 hourly","$0.0514 hourly","$0.0435 hourly","$0.2054 hourly","$0.1434 hourly"
"C6IN Large","c6in.large","4.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1134 hourly","$0.0412 hourly","$0.0312 hourly","$0.2054 hourly","$0.1332 hourly"
"R6GD Large","r6gd.large","16.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.1152 hourly","$0.0498 hourly","$0.0346 hourly","unavailable","unavailable"
"M6ID Large","m6id.large","8.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.1187 hourly","$0.0513 hourly","$0.0391 hourly","$0.2107 hourly","$0.1433 hourly"
"M5N Large","m5n.large","8.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1190 hourly","$0.0460 hourly","$0.0438 hourly","$0.2110 hourly","$0.1380 hourly"
"R6I Large","r6i.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1260 hourly","$0.0571 hourly","$0.0317 hourly","$0.2180 hourly","$0.1492 hourly"
"R5 Large","r5.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1260 hourly","$0.0540 hourly","$0.0347 hourly","$0.2180 hourly","$0.1460 hourly"
"R5AD Large","r5ad.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1310 hourly","$0.0570 hourly","$0.0302 hourly","$0.2230 hourly","$0.1490 hourly"
"R4 High-Memory Large","r4.large","15.25 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1330 hourly","$0.0572 hourly","$0.0374 hourly","$0.2250 hourly","$0.1492 hourly"
"T4G Extra Large","t4g.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.1344 hourly","$0.0580 hourly","$0.0703 hourly","unavailable","unavailable"
"M5DN Large","m5dn.large","8.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 25 Gigabit","$0.1360 hourly","$0.0530 hourly","$0.0379 hourly","$0.2280 hourly","$0.1450 hourly"
"C6G Extra Large","c6g.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1360 hourly","$0.0588 hourly","$0.0732 hourly","unavailable","unavailable"
"M6IN Large","m6in.large","8.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1392 hourly","$0.0537 hourly","$0.0346 hourly","$0.2312 hourly","$0.1457 hourly"
"R5D Large","r5d.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1440 hourly","$0.0620 hourly","$0.0401 hourly","$0.2360 hourly","$0.1540 hourly"
"IS4GEN Medium","is4gen.medium","6.0 GiB","1 vCPUs","937 GB                 NVMe SSD","Up to 25 Gigabit","$0.1441 hourly","$0.0626 hourly","$0.0465 hourly","unavailable","unavailable"
"C7G Extra Large","c7g.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1445 hourly","$0.0636 hourly","$0.0669 hourly","unavailable","unavailable"
"R5B Large","r5b.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1490 hourly","$0.0603 hourly","$0.0370 hourly","$0.2410 hourly","$0.1523 hourly"
"R5N Large","r5n.large","16.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1490 hourly","$0.0600 hourly","$0.0355 hourly","$0.2410 hourly","$0.1520 hourly"
"T3A Extra Large","t3a.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.1504 hourly","$0.0650 hourly","$0.0839 hourly","$0.2240 hourly","$0.1386 hourly"
"R6ID Large","r6id.large","16.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.1512 hourly","$0.0653 hourly","$0.0378 hourly","$0.2432 hourly","$0.1573 hourly"
"C6A Extra Large","c6a.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1530 hourly","$0.0674 hourly","$0.0793 hourly","$0.3370 hourly","$0.2514 hourly"
"C6GD Extra Large","c6gd.xlarge","8.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 10 Gigabit","$0.1536 hourly","$0.0664 hourly","$0.0585 hourly","unavailable","unavailable"
"C5A Extra Large","c5a.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1540 hourly","$0.0670 hourly","$0.0718 hourly","$0.3380 hourly","$0.2510 hourly"
"M6G Extra Large","m6g.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1540 hourly","$0.0669 hourly","$0.0569 hourly","unavailable","unavailable"
"I3 High I/O Large","i3.large","15.25 GiB","2 vCPUs","475 GB                 NVMe SSD","Up to 10 Gigabit","$0.1560 hourly","$0.0760 hourly","$0.0468 hourly","$0.2480 hourly","$0.1680 hourly"
"M6IDN Large","m6idn.large","8.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 25 Gigabit","$0.1591 hourly","$0.0619 hourly","$0.0350 hourly","$0.2511 hourly","$0.1539 hourly"
"M7G Extra Large","m7g.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1632 hourly","$0.0740 hourly","$0.0718 hourly","unavailable","unavailable"
"M5ZN Large","m5zn.large","8.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1652 hourly","$0.0714 hourly","$0.0332 hourly","$0.2572 hourly","$0.1634 hourly"
"R3 High-Memory Large","r3.large","15.25 GiB","2 vCPUs","32 GB                 SSD","Moderate","$0.1660 hourly","unavailable","$0.0350 hourly","$0.2910 hourly","unavailable"
"T3 Extra Large","t3.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.1664 hourly","$0.0719 hourly","$0.0615 hourly","$0.2400 hourly","$0.1455 hourly"
"R5DN Large","r5dn.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 25 Gigabit","$0.1670 hourly","$0.0680 hourly","$0.0426 hourly","$0.2590 hourly","$0.1600 hourly"
"X2GD Large","x2gd.large","32.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.1670 hourly","$0.0570 hourly","$0.0873 hourly","unavailable","unavailable"
"C5 High-CPU Extra Large","c5.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1700 hourly","$0.0700 hourly","$0.0641 hourly","$0.3540 hourly","$0.2540 hourly"
"C6I Extra Large","c6i.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1700 hourly","$0.0748 hourly","$0.0632 hourly","$0.3540 hourly","$0.2588 hourly"
"I4I Large","i4i.large","16.0 GiB","2 vCPUs","468 GB                 NVMe SSD","Up to 10 Gigabit","$0.1720 hourly","$0.0790 hourly","$0.0516 hourly","$0.2640 hourly","$0.1710 hourly"
"C5AD Extra Large","c5ad.xlarge","8.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.1720 hourly","$0.0740 hourly","$0.0719 hourly","$0.3560 hourly","$0.2580 hourly"
"M5A Extra Large","m5a.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1720 hourly","$0.0740 hourly","$0.0842 hourly","$0.3560 hourly","$0.2580 hourly"
"M6A Extra Large","m6a.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1728 hourly","$0.0784 hourly","$0.0782 hourly","$0.3568 hourly","$0.2624 hourly"
"C6GN Extra Large","c6gn.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.1728 hourly","$0.0742 hourly","$0.0669 hourly","unavailable","unavailable"
"R6IN Large","r6in.large","16.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1743 hourly","$0.0706 hourly","$0.0342 hourly","$0.2663 hourly","$0.1626 hourly"
"M6GD Extra Large","m6gd.xlarge","16.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 10 Gigabit","$0.1808 hourly","$0.0781 hourly","$0.0651 hourly","unavailable","unavailable"
"IM4GN Large","im4gn.large","8.0 GiB","2 vCPUs","937 GB                 NVMe SSD","Up to 25 Gigabit","$0.1819 hourly","$0.0832 hourly","$0.0939 hourly","unavailable","unavailable"
"T2 Extra Large","t2.xlarge","16.0 GiB","4 vCPUs                                                         for a                   5h 24m                   burst","EBS only","Moderate","$0.1856 hourly","$0.0802 hourly","$0.0817 hourly","$0.2266 hourly","$0.1212 hourly"
"Z1D Large","z1d.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1860 hourly","$0.0770 hourly","$0.0930 hourly","$0.2780 hourly","$0.1690 hourly"
"C5 High-CPU Extra Large","c5d.xlarge","8.0 GiB","4 vCPUs","100 GB                 NVMe SSD","Up to 10 Gigabit","$0.1920 hourly","$0.0800 hourly","$0.0793 hourly","$0.3760 hourly","$0.2640 hourly"
"M6I Extra Large","m6i.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1920 hourly","$0.0871 hourly","$0.0663 hourly","$0.3760 hourly","$0.2711 hourly"
"M5 General Purpose Extra Large","m5.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1920 hourly","$0.0830 hourly","$0.0468 hourly","$0.3760 hourly","$0.2670 hourly"
"R6IDN Large","r6idn.large","16.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 25 Gigabit","$0.1954 hourly","$0.0795 hourly","$0.0372 hourly","$0.2874 hourly","$0.1716 hourly"
"C4 High-CPU Extra Large","c4.xlarge","7.5 GiB","4 vCPUs","EBS only","High","$0.1990 hourly","$0.0890 hourly","$0.0649 hourly","$0.3830 hourly","$0.2730 hourly"
"M4 General Purpose Extra Large","m4.xlarge","16.0 GiB","4 vCPUs","EBS only","High","$0.2000 hourly","$0.0864 hourly","$0.0716 hourly","$0.3840 hourly","$0.2704 hourly"
"C6ID Extra Large","c6id.xlarge","8.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.2016 hourly","$0.0842 hourly","$0.0665 hourly","$0.3856 hourly","$0.2682 hourly"
"R6G Extra Large","r6g.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2016 hourly","$0.0871 hourly","$0.0736 hourly","unavailable","unavailable"
"A1 Double Extra Large","a1.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.2040 hourly","$0.0881 hourly","$0.0674 hourly","unavailable","unavailable"
"M5AD Extra Large","m5ad.xlarge","16.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.2060 hourly","$0.0890 hourly","$0.0706 hourly","$0.3900 hourly","$0.2730 hourly"
"R7G Extra Large","r7g.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.2142 hourly","$0.0972 hourly","$0.0744 hourly","unavailable","unavailable"
"C5N Extra Large","c5n.xlarge","10.5 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.2160 hourly","$0.0780 hourly","$0.0646 hourly","$0.4000 hourly","$0.2620 hourly"
"I3EN Large","i3en.large","16.0 GiB","2 vCPUs","1250 GB                 NVMe SSD","Up to 25 Gigabit","$0.2260 hourly","$0.0980 hourly","$0.0678 hourly","$0.3180 hourly","$0.1900 hourly"
"M5 General Purpose Extra Large","m5d.xlarge","16.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.2260 hourly","$0.0980 hourly","$0.0785 hourly","$0.4100 hourly","$0.2820 hourly"
"R5A Extra Large","r5a.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2260 hourly","$0.0980 hourly","$0.0859 hourly","$0.4100 hourly","$0.2820 hourly"
"C6IN Extra Large","c6in.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 30 Gigabit","$0.2268 hourly","$0.0824 hourly","$0.0565 hourly","$0.4108 hourly","$0.2663 hourly"
"R6A Extra Large","r6a.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.2268 hourly","$0.1029 hourly","$0.0869 hourly","$0.4108 hourly","$0.2869 hourly"
"INF1 Extra Large","inf1.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.2280 hourly","$0.1100 hourly","$0.1227 hourly","unavailable","unavailable"
"R6GD Extra Large","r6gd.xlarge","32.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 10 Gigabit","$0.2304 hourly","$0.0995 hourly","$0.0685 hourly","unavailable","unavailable"
"M6ID Extra Large","m6id.xlarge","16.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.2373 hourly","$0.1025 hourly","$0.0605 hourly","$0.4213 hourly","$0.2865 hourly"
"M5N Extra Large","m5n.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.2380 hourly","$0.0920 hourly","$0.0790 hourly","$0.4220 hourly","$0.2760 hourly"
"R5 Extra Large","r5.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2520 hourly","$0.1090 hourly","$0.0689 hourly","$0.4360 hourly","$0.2930 hourly"
"R6I Extra Large","r6i.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.2520 hourly","$0.1143 hourly","$0.0713 hourly","$0.4360 hourly","$0.2983 hourly"
"R5AD Extra Large","r5ad.xlarge","32.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.2620 hourly","$0.1130 hourly","$0.0718 hourly","$0.4460 hourly","$0.2970 hourly"
"R4 High-Memory Extra Large","r4.xlarge","30.5 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2660 hourly","$0.1145 hourly","$0.0675 hourly","$0.4500 hourly","$0.2985 hourly"
"T4G Double Extra Large","t4g.2xlarge","32.0 GiB","8 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.2688 hourly","$0.1161 hourly","$0.1282 hourly","unavailable","unavailable"
"M5DN Extra Large","m5dn.xlarge","16.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 25 Gigabit","$0.2720 hourly","$0.1060 hourly","$0.0778 hourly","$0.4560 hourly","$0.2900 hourly"
"C6G Double Extra Large","c6g.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.2720 hourly","$0.1175 hourly","$0.1506 hourly","unavailable","unavailable"
"M6IN Extra Large","m6in.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 30 Gigabit","$0.2785 hourly","$0.1073 hourly","$0.0755 hourly","$0.4625 hourly","$0.2913 hourly"
"R5D Extra Large","r5d.xlarge","32.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.2880 hourly","$0.1240 hourly","$0.0735 hourly","$0.4720 hourly","$0.3080 hourly"
"IS4GEN Large","is4gen.large","12.0 GiB","2 vCPUs","1875 GB                 NVMe SSD","Up to 25 Gigabit","$0.2882 hourly","$0.1253 hourly","$0.0926 hourly","unavailable","unavailable"
