AvailabilityZone,Duration,FixedPrice,InstanceType,ProductDescription,ReservedInstancesOfferingId,UsagePrice,CurrencyCode,InstanceTenancy,Marketplace,OfferingClass,OfferingType,PricingDetails,RecurringCharges,Scope
us-east-1b,31536000,1060.0,c4.2xlarge,Linux/UNIX,aaa4a5b9-70ba-4938-847b-57d80cfaadf2,0.0,USD,default,False,standard,Partial Upfront,[],"[{'Amount': 0.121, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,1209.0,c4.2xlarge,Linux/UNIX,2ecda62e-d3a2-4b9c-89fd-a9b3cc5b0fc0,0.0,USD,default,False,convertible,Partial Upfront,[],"[{'Amount': 0.138, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,2168.0,c4.2xlarge,Linux/UNIX,7dec46af-6395-4af1-90c8-b0877086a36b,0.0,USD,default,False,standard,Partial Upfront,[],"[{'Amount': 0.082, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,2478.0,c4.2xlarge,Linux/UNIX,3e96f926-a149-4097-b90c-3fe879076df9,0.0,USD,default,False,convertible,Partial Upfront,[],"[{'Amount': 0.094, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,4146.0,c4.4xlarge,Linux/UNIX,a93f170b-e22e-4b3b-9d31-df4de9040edc,0.0,USD,default,False,standard,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,4739.0,c4.4xlarge,Linux/UNIX,64b867a2-c773-4fdf-b2da-d1a5cecf99c0,0.0,USD,default,False,convertible,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,8152.0,c4.4xlarge,Linux/UNIX,43c930d8-eac6-4abe-bf28-5f57ad12353b,0.0,USD,default,False,standard,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,9715.0,c4.4xlarge,Linux/UNIX,7eb3994a-99a9-4cf3-9d0a-0501c1b7ddf1,0.0,USD,default,False,convertible,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,0.0,c4.4xlarge,Linux/UNIX,288ae251-524c-44b9-9fe7-4808f065cf26,0.0,USD,default,False,standard,No Upfront,[],"[{'Amount': 0.504, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,0.0,c4.4xlarge,Linux/UNIX,dbb8be2f-4438-4855-9406-d236ecbb90f0,0.0,USD,default,False,convertible,No Upfront,[],"[{'Amount': 0.58, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,0.0,c4.4xlarge,Linux/UNIX,724f6a6e-8f9a-4600-a24f-184bb1d745c9,0.0,USD,default,False,standard,No Upfront,[],"[{'Amount': 0.354, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,0.0,c4.4xlarge,Linux/UNIX,e868323e-463a-4551-94bb-e118a06766f5,0.0,USD,default,False,convertible,No Upfront,[],"[{'Amount': 0.407, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,2116.0,c4.4xlarge,Linux/UNIX,6a8afb24-26ee-4939-a3e2-24dc0aa5440b,0.0,USD,default,False,standard,Partial Upfront,[],"[{'Amount': 0.242, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,2418.0,c4.4xlarge,Linux/UNIX,3eac10be-a7d2-4822-8f88-5dfcfa45e99c,0.0,USD,default,False,convertible,Partial Upfront,[],"[{'Amount': 0.276, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,4336.0,c4.4xlarge,Linux/UNIX,05783fb7-5912-46f9-9c5f-9ef528a2607b,0.0,USD,default,False,standard,Partial Upfront,[],"[{'Amount': 0.165, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,4956.0,c4.4xlarge,Linux/UNIX,01408532-95ce-49ad-a99e-83bbf3b7d32c,0.0,USD,default,False,convertible,Partial Upfront,[],"[{'Amount': 0.189, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,8293.0,c4.8xlarge,Linux/UNIX,91ff7ccd-9fd6-4b26-8c0c-eade171144cd,0.0,USD,default,False,standard,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,9478.0,c4.8xlarge,Linux/UNIX,684d69ea-6faa-490f-a253-9c48fbc1f136,0.0,USD,default,False,convertible,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,16329.0,c4.8xlarge,Linux/UNIX,2ea40046-1d5e-40ee-bdfc-f4bc80cfe8ea,0.0,USD,default,False,standard,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,19429.0,c4.8xlarge,Linux/UNIX,c7fe3f93-2981-41b3-aabf-cd3135072049,0.0,USD,default,False,convertible,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,0.0,c4.8xlarge,Linux/UNIX,b73fe01b-4777-4f48-8947-13732d204166,0.0,USD,default,False,standard,No Upfront,[],"[{'Amount': 1.008, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,0.0,c4.8xlarge,Linux/UNIX,32c1da17-ef28-400a-b962-7ae05de713c4,0.0,USD,default,False,convertible,No Upfront,[],"[{'Amount': 1.159, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,0.0,c4.8xlarge,Linux/UNIX,39dfdcc9-64e1-4e9c-b335-24329cabf37e,0.0,USD,default,False,standard,No Upfront,[],"[{'Amount': 0.708, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,0.0,c4.8xlarge,Linux/UNIX,a981bebc-b3d2-4d80-a12e-51f5ced09c78,0.0,USD,default,False,convertible,No Upfront,[],"[{'Amount': 0.815, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,4231.0,c4.8xlarge,Linux/UNIX,c066a658-cfd7-4d2b-97b1-5af4fdf0d44e,0.0,USD,default,False,standard,Partial Upfront,[],"[{'Amount': 0.483, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,4836.0,c4.8xlarge,Linux/UNIX,0222ad3b-e209-4748-bd24-556c3f3c54e7,0.0,USD,default,False,convertible,Partial Upfront,[],"[{'Amount': 0.552, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,8686.0,c4.8xlarge,Linux/UNIX,3998542c-9675-486a-8fca-492ec30aa05d,0.0,USD,default,False,standard,Partial Upfront,[],"[{'Amount': 0.33, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,9913.0,c4.8xlarge,Linux/UNIX,66b6558c-aa1e-4df5-9e0b-1152c6712290,0.0,USD,default,False,convertible,Partial Upfront,[],"[{'Amount': 0.377, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,515.0,c4.large,Linux/UNIX,59bc1272-1c82-4c8d-99f0-762073a4fe37,0.0,USD,default,False,standard,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,592.0,c4.large,Linux/UNIX,548cd8fc-59e3-4709-b98b-742397802bac,0.0,USD,default,False,convertible,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,1013.0,c4.large,Linux/UNIX,49c58817-ce40-415b-9ca9-8e96a2cf752f,0.0,USD,default,False,standard,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
